PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
22844,b'stress-ng-aio', 42137870231,99.11,0.89,6577
22849,b'stress-ng-cpu', 19480906638,54.62,45.38,117579
22864,b'stress-ng-aio', 31980647599,98.85,1.15,8346
22861,b'stress-ng-aio', 42137784995,99.21,0.79,6252
22866,b'stress-ng-aio', 41796832838,98.84,1.16,7869
22856,b'stress-ng-aio', 39256653277,99.19,0.81,8115
22845,b'stress-ng-cpu', 6672879512,21.74,78.26,108228
22846,b'stress-ng-aio', 39527678350,99.59,0.41,4991
22855,b'stress-ng-cpu', 24769560100,39.68,60.32,76739
22859,b'stress-ng-aio', 27469030473,99.56,0.44,5953
22867,b'stress-ng-aio', 41291982338,99.22,0.78,6319
22857,b'stress-ng-aio', 41396967449,99.41,0.59,6480
22862,b'stress-ng-aio', 23905369324,99.56,0.44,3076
22865,b'stress-ng-aio', 41395541756,99.27,0.73,7454
22858,b'stress-ng-aio', 27054327223,99.34,0.66,7495
22863,b'stress-ng-aio', 16077313813,99.07,0.93,6149
22860,b'stress-ng-aio', 54075500170,99.54,0.46,4748
22848,b'stress-ng-aio', 27156060792,98.93,1.07,6658
22854,b'stress-ng-aio', 42045985314,99.54,0.46,10461
22852,b'stress-ng-aio', 26464951379,99.40,0.60,7621
22847,b'stress-ng-cpu', 54075627732,35.84,64.16,67914
22850,b'stress-ng-aio', 41399717436,99.35,0.65,7054
22851,b'stress-ng-cpu', 42137601369,59.68,40.32,125695
22853,b'stress-ng-cpu', 22326328411,55.69,44.31,142211
