PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
41559,b'stress-ng-aio', 25520934709,94.30,5.70,8236
41558,b'stress-ng-aio', 25211298829,96.54,3.46,6308
41577,b'stress-ng-cpu', 54095990564,80.87,19.13,11491504
41578,b'stress-ng-cpu', 57675999255,75.57,24.43,7364186
41560,b'stress-ng-aio', 26440852667,96.17,3.83,11049
41557,b'stress-ng-aio', 23589772002,96.09,3.91,9843
41562,b'stress-ng-cpu', 34494002463,72.74,27.26,6954139
41576,b'stress-ng-cpu', 55464119218,71.72,28.28,7397672
41573,b'stress-ng-cpu', 57676001679,77.25,22.75,8568686
41575,b'stress-ng-cpu', 57677001139,76.58,23.42,9116275
41556,b'stress-ng-aio', 25607865873,98.38,1.62,11568
41565,b'stress-ng-cpu', 41116001624,77.55,22.45,8971653
41568,b'stress-ng-cpu', 45287001107,74.09,25.91,8116357
41572,b'stress-ng-cpu', 47112001213,62.16,37.84,5301488
41571,b'stress-ng-cpu', 57688001831,75.70,24.30,8104080
41567,b'stress-ng-cpu', 49088999884,75.93,24.07,8446480
41563,b'stress-ng-cpu', 47717001521,74.36,25.64,6985380
41570,b'stress-ng-cpu', 43903000124,70.57,29.43,6114854
41579,b'stress-ng-cpu', 54077006230,75.78,24.22,8793710
41564,b'stress-ng-cpu', 48787999079,77.06,22.94,8580987
41566,b'stress-ng-cpu', 56198000967,68.21,31.79,7750409
41561,b'stress-ng-aio', 25520607161,96.34,3.66,6898
41574,b'stress-ng-cpu', 40853000822,78.59,21.41,11074196
41569,b'stress-ng-cpu', 55201002608,78.21,21.79,10408095
