PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
281287,b'stress-ng-cpu', 59790053526,75.76,24.24,4828055
281293,b'stress-ng-cpu', 59785645356,76.34,23.66,4807216
281305,b'stress-ng-cpu', 59790770166,76.30,23.70,4811037
281307,b'stress-ng-cpu', 59781995929,77.17,22.83,4807520
281292,b'stress-ng-aio', 59786638142,99.92,0.08,4247846
281295,b'stress-ng-aio', 59786904303,99.92,0.08,4214239
281288,b'stress-ng-aio', 59792326071,99.92,0.08,4219537
281294,b'stress-ng-cpu', 59785999040,77.41,22.59,4790725
281286,b'stress-ng-aio', 59792350269,99.92,0.08,4208058
281289,b'stress-ng-cpu', 59790395221,76.64,23.36,4807901
281300,b'stress-ng-cpu', 59786088234,76.62,23.38,4824626
281306,b'stress-ng-cpu', 59790122104,76.47,23.53,4813472
281302,b'stress-ng-cpu', 59790773893,75.99,24.01,4815761
281297,b'stress-ng-cpu', 59786997003,76.97,23.03,4785583
281296,b'stress-ng-aio', 59785163874,99.92,0.08,4234880
281298,b'stress-ng-cpu', 59788998983,76.80,23.20,4802339
281303,b'stress-ng-cpu', 59788987860,77.09,22.91,4812561
281301,b'stress-ng-cpu', 59787997749,76.70,23.30,4807164
281308,b'stress-ng-cpu', 59783997148,76.58,23.42,4809581
281291,b'stress-ng-cpu', 59782994890,77.01,22.99,4805902
281299,b'stress-ng-cpu', 59785587471,77.02,22.98,4817604
281290,b'stress-ng-aio', 59785751379,99.90,0.10,4199524
281304,b'stress-ng-cpu', 59789131762,76.93,23.07,4799440
281309,b'stress-ng-cpu', 59787999867,77.15,22.85,4772465
