PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
433094,b'stress-ng-aio', 59519741351,99.81,0.19,276771
433080,b'stress-ng-aio', 59673023076,99.82,0.18,315918
433089,b'stress-ng-aio', 59519825248,99.87,0.13,264198
433084,b'stress-ng-aio', 59034714200,99.83,0.17,276125
433086,b'stress-ng-aio', 59519690661,99.83,0.17,277777
433090,b'stress-ng-aio', 59376731908,99.84,0.16,270220
433085,b'stress-ng-aio', 59673214987,99.85,0.15,270937
433075,b'stress-ng-cpu', 59513431523,26.40,73.60,1292883
433074,b'stress-ng-aio', 59519808822,99.86,0.14,244075
433081,b'stress-ng-cpu', 59512438963,28.68,71.32,1296310
433073,b'stress-ng-cpu', 59513407173,26.61,73.39,1284629
433079,b'stress-ng-cpu', 59498994135,27.19,72.81,1276092
433093,b'stress-ng-aio', 59456772835,99.83,0.17,265613
433095,b'stress-ng-aio', 59519763182,99.85,0.15,266868
433083,b'stress-ng-cpu', 59490995588,29.38,70.62,1286109
433077,b'stress-ng-cpu', 59512442848,29.90,70.10,1270237
433092,b'stress-ng-aio', 59777880746,99.84,0.16,289278
433091,b'stress-ng-aio', 58765365634,99.84,0.16,284228
433078,b'stress-ng-aio', 59630937775,99.84,0.16,276363
433087,b'stress-ng-aio', 59519667143,99.85,0.15,296610
433076,b'stress-ng-aio', 59519667575,99.84,0.16,295531
433088,b'stress-ng-aio', 59182146813,99.81,0.19,253263
433082,b'stress-ng-aio', 59519818814,99.85,0.15,284143
433072,b'stress-ng-aio', 59519849331,99.82,0.18,302623
