stressor,bogo_ops,real_time,usr_time,sys_time,bogo_ops_real_time,bogo_ops_usr_sys_time,cpu_used_per_instance,rss_max
cpu,385263.0,60.01,358.51,0.05,6420.38,1074.47,24.9,3880.0
