PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
282590,b'stress-ng-cpu', 59851778213,79.98,20.02,7130698
282592,b'stress-ng-cpu', 59853681728,79.93,20.07,7115835
282595,b'stress-ng-cpu', 59853995064,80.11,19.89,7094734
282593,b'stress-ng-cpu', 59847985496,79.95,20.05,7118065
282579,b'stress-ng-cpu', 59852204003,79.88,20.12,7112154
282581,b'stress-ng-cpu', 59854982241,80.01,19.99,7109407
282578,b'stress-ng-cpu', 59854780224,80.23,19.77,7084405
282588,b'stress-ng-cpu', 59851638390,79.94,20.06,7125203
282600,b'stress-ng-cpu', 59844997475,79.98,20.02,7102416
282580,b'stress-ng-cpu', 59854005503,80.16,19.84,7091231
282586,b'stress-ng-cpu', 59856996889,80.02,19.98,7113808
282591,b'stress-ng-cpu', 59855012116,79.74,20.26,7134405
282602,b'stress-ng-cpu', 59852386250,80.06,19.94,7089433
282599,b'stress-ng-cpu', 59855335658,79.82,20.18,7132690
282597,b'stress-ng-cpu', 59848210099,80.04,19.96,7117807
282601,b'stress-ng-cpu', 59846539810,79.92,20.08,7118894
282594,b'stress-ng-cpu', 59846996038,79.97,20.03,7119836
282582,b'stress-ng-cpu', 59854994187,80.02,19.98,7110652
282584,b'stress-ng-cpu', 59849503704,79.70,20.30,7133802
282596,b'stress-ng-cpu', 59841994311,79.79,20.21,7117660
282585,b'stress-ng-cpu', 59845005322,79.86,20.14,7127044
282576,b'stress-ng-cpu', 59841998573,79.91,20.09,7111964
282598,b'stress-ng-cpu', 59843987919,80.03,19.97,7104131
282577,b'stress-ng-cpu', 59850650095,80.12,19.88,7099386
