PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
27827,b'stress-ng-cpu', 54016707241,78.05,21.95,9434758
27836,b'stress-ng-cpu', 56260999785,79.99,20.01,10239892
27838,b'stress-ng-cpu', 56551997808,78.98,21.02,9647314
27846,b'stress-ng-cpu', 49369001061,79.77,20.23,10418821
27835,b'stress-ng-cpu', 36750988894,79.31,20.69,10754169
27824,b'stress-ng-cpu', 51360673528,76.75,23.25,8027926
27840,b'stress-ng-cpu', 52457999616,77.94,22.06,8898034
27823,b'stress-ng-cpu', 36746739017,79.84,20.16,10437920
27843,b'stress-ng-cpu', 52195988982,81.02,18.98,11323528
27828,b'stress-ng-cpu', 55375733141,81.67,18.33,12156431
27833,b'stress-ng-cpu', 56562999160,76.54,23.46,7600778
27837,b'stress-ng-cpu', 43861000187,81.17,18.83,11399164
27839,b'stress-ng-cpu', 36663003064,81.52,18.48,11630981
27845,b'stress-ng-cpu', 54396998123,77.96,22.04,8890649
27826,b'stress-ng-cpu', 40440999242,81.48,18.52,11943010
27830,b'stress-ng-cpu', 43448002561,80.19,19.81,10973884
27834,b'stress-ng-cpu', 44988998316,79.92,20.08,10549185
27831,b'stress-ng-cpu', 50420692488,78.84,21.16,9793279
27842,b'stress-ng-cpu', 46463998002,77.45,22.55,8976388
27841,b'stress-ng-cpu', 41981998952,81.13,18.87,11563340
27829,b'stress-ng-cpu', 54739141086,76.39,23.61,8154095
27832,b'stress-ng-cpu', 36288989629,79.22,20.78,9719762
27825,b'stress-ng-cpu', 56562732399,79.81,20.19,10660727
27844,b'stress-ng-cpu', 53634998382,80.95,19.05,11460617
