timestamp_ns,pid,prev_pid,cpu,latency_ns,enqueue_ts_ns,dequeue_ts_ns,comm,prev_comm,enqueue_type
2597683342205,37685,37704,0,82199,2597683260006,2597683342205,b'stress-ng-aio',b'stress-ng-aio',2
2597683352862,37693,37685,0,15528,2597683337334,2597683352862,b'stress-ng-aio',b'stress-ng-aio',2
2597683366936,37685,37693,0,3735,2597683363201,2597683366936,b'stress-ng-aio',b'stress-ng-aio',2
2597683380105,37693,37685,0,13169,2597683366936,2597683380105,b'stress-ng-aio',b'stress-ng-aio',2
2597683403397,37699,37693,0,15025,2597683388372,2597683403397,b'stress-ng-aio',b'stress-ng-aio',2
2597683413705,37693,37699,0,5408,2597683408297,2597683413705,b'stress-ng-aio',b'stress-ng-aio',2
2597683427377,37699,37693,0,3311,2597683424066,2597683427377,b'stress-ng-aio',b'stress-ng-aio',2
2597683436955,37693,37699,0,9578,2597683427377,2597683436955,b'stress-ng-aio',b'stress-ng-aio',2
2597683464804,37679,37693,0,117314,2597683347490,2597683464804,b'stress-ng-aio',b'stress-ng-aio',2
2597683672220,37693,37722,0,84487,2597683587733,2597683672220,b'stress-ng-aio',b'stress-ng-aio',2
2597684019651,37699,37726,0,20888,2597683998763,2597684019651,b'stress-ng-aio',b'stress-ng-aio',2
2597685315132,37699,37726,0,11642,2597685303490,2597685315132,b'stress-ng-aio',b'stress-ng-aio',2
2597685332714,37697,37699,0,155225,2597685177489,2597685332714,b'stress-ng-aio',b'stress-ng-aio',2
2597685359733,37694,0,0,2970,2597685356763,2597685359733,b'stress-ng-aio',b'swapper/0',2
2597685372034,37701,37694,0,129965,2597685242069,2597685372034,b'stress-ng-aio',b'stress-ng-aio',2
2597685396992,37694,37701,0,13930,2597685383062,2597685396992,b'stress-ng-aio',b'stress-ng-aio',2
2597685425669,37694,0,0,6605,2597685419064,2597685425669,b'stress-ng-aio',b'swapper/0',2
2597685453800,37694,0,0,2407,2597685451393,2597685453800,b'stress-ng-aio',b'swapper/0',2
2597845739960,37683,0,0,5937,2597845734023,2597845739960,b'stress-ng-aio',b'swapper/0',2
2597845924434,37683,37711,0,14494,2597845909940,2597845924434,b'stress-ng-aio',b'stress-ng-aio',2
2597935404532,37699,0,0,20064,2597935384468,2597935404532,b'stress-ng-aio',b'swapper/0',2
2597935490977,37701,0,0,10428,2597935480549,2597935490977,b'stress-ng-aio',b'swapper/0',2
2598029279148,37683,0,0,20320,2598029258828,2598029279148,b'stress-ng-aio',b'swapper/0',2
2598029629506,37701,90,0,194577,2598029434929,2598029629506,b'stress-ng-aio',b'kworker/0:1H',2
2598031373314,37692,90,0,306186,2598031067128,2598031373314,b'stress-ng-aio',b'kworker/0:1H',2
2598031479833,37694,37692,0,767862,2598030711971,2598031479833,b'stress-ng-aio',b'stress-ng-aio',2
2598197809956,37681,90,0,241996,2598197567960,2598197809956,b'stress-ng-aio',b'kworker/0:1H',2
2598281550035,37692,0,0,18603,2598281531432,2598281550035,b'stress-ng-aio',b'swapper/0',2
2598346312442,37696,37710,0,109033,2598346203409,2598346312442,b'stress-ng-aio',b'stress-ng-aio',2
2598363165563,37696,37723,0,13785,2598363151778,2598363165563,b'stress-ng-aio',b'stress-ng-aio',2
2598363552760,37688,37723,0,781518,2598362771242,2598363552760,b'stress-ng-aio',b'stress-ng-aio',2
2598363592824,37696,37688,0,361182,2598363231642,2598363592824,b'stress-ng-aio',b'stress-ng-aio',2
2598546827175,37697,37723,0,300303,2598546526872,2598546827175,b'stress-ng-aio',b'stress-ng-aio',2
2598546869295,37685,37697,0,654366,2598546214929,2598546869295,b'stress-ng-aio',b'stress-ng-aio',2
2598547024641,37685,37710,0,26699,2598546997942,2598547024641,b'stress-ng-aio',b'stress-ng-aio',2
2598547125833,37685,37710,0,11269,2598547114564,2598547125833,b'stress-ng-aio',b'stress-ng-aio',2
2598547223542,37685,37710,0,9696,2598547213846,2598547223542,b'stress-ng-aio',b'stress-ng-aio',2
2598547283818,37685,37710,0,7666,2598547276152,2598547283818,b'stress-ng-aio',b'stress-ng-aio',2
2598613729339,37696,0,0,11356,2598613717983,2598613729339,b'stress-ng-aio',b'swapper/0',2
2598762903716,37696,37724,0,186484,2598762717232,2598762903716,b'stress-ng-aio',b'stress-ng-aio',2
2598763677658,37684,37709,0,304901,2598763372757,2598763677658,b'stress-ng-aio',b'stress-ng-aio',2
2598890310012,37684,37709,0,319126,2598889990886,2598890310012,b'stress-ng-aio',b'stress-ng-aio',2
2599070796277,37688,37721,0,44277,2599070752000,2599070796277,b'stress-ng-aio',b'stress-ng-aio',2
2597683418024,37680,37721,2,168071,2597683249953,2597683418024,b'stress-ng-aio',b'stress-ng-aio',2
2597683508225,37681,37703,2,252959,2597683255266,2597683508225,b'stress-ng-aio',b'stress-ng-aio',2
2597683527646,37686,37681,2,259605,2597683268041,2597683527646,b'stress-ng-aio',b'stress-ng-aio',2
2597683626706,37689,37712,2,331505,2597683295201,2597683626706,b'stress-ng-aio',b'stress-ng-aio',2
2597683787048,37694,37710,2,441923,2597683345125,2597683787048,b'stress-ng-aio',b'stress-ng-aio',2
2597683810847,37680,37694,2,375193,2597683435654,2597683810847,b'stress-ng-aio',b'stress-ng-aio',2
2597683910242,37685,37706,2,183076,2597683727166,2597683910242,b'stress-ng-aio',b'stress-ng-aio',2
2597684001675,37681,37716,2,171926,2597683829749,2597684001675,b'stress-ng-aio',b'stress-ng-aio',2
2597684038765,37689,37712,2,98537,2597683940228,2597684038765,b'stress-ng-aio',b'stress-ng-aio',2
2597685169805,37685,37710,2,3561,2597685166244,2597685169805,b'stress-ng-aio',b'stress-ng-aio',2
2597685189553,37685,37710,2,2087,2597685187466,2597685189553,b'stress-ng-aio',b'stress-ng-aio',2
2597685210157,37685,37710,2,2038,2597685208119,2597685210157,b'stress-ng-aio',b'stress-ng-aio',2
2597685224904,37685,37710,2,1890,2597685223014,2597685224904,b'stress-ng-aio',b'stress-ng-aio',2
2597685242195,37685,37710,2,1948,2597685240247,2597685242195,b'stress-ng-aio',b'stress-ng-aio',2
2597685256752,37685,37710,2,1900,2597685254852,2597685256752,b'stress-ng-aio',b'stress-ng-aio',2
2597685273581,37685,37710,2,1929,2597685271652,2597685273581,b'stress-ng-aio',b'stress-ng-aio',2
2597685287021,37685,37710,2,1752,2597685285269,2597685287021,b'stress-ng-aio',b'stress-ng-aio',2
2597685305328,37685,37710,2,1927,2597685303401,2597685305328,b'stress-ng-aio',b'stress-ng-aio',2
2597685319077,37685,37710,2,1752,2597685317325,2597685319077,b'stress-ng-aio',b'stress-ng-aio',2
2597685335974,37685,37710,2,1921,2597685334053,2597685335974,b'stress-ng-aio',b'stress-ng-aio',2
2597685349710,37685,37710,2,1721,2597685347989,2597685349710,b'stress-ng-aio',b'stress-ng-aio',2
2597685366059,37685,37710,2,1909,2597685364150,2597685366059,b'stress-ng-aio',b'stress-ng-aio',2
2597685379758,37685,37710,2,1759,2597685377999,2597685379758,b'stress-ng-aio',b'stress-ng-aio',2
2597685429614,37685,37710,2,35338,2597685394276,2597685429614,b'stress-ng-aio',b'stress-ng-aio',2
2597685452342,37698,0,2,2388,2597685449954,2597685452342,b'stress-ng-aio',b'swapper/2',2
2597685476048,37698,0,2,2118,2597685473930,2597685476048,b'stress-ng-aio',b'swapper/2',2
2597685505165,37698,0,2,1930,2597685503235,2597685505165,b'stress-ng-aio',b'swapper/2',2
2597685517154,37698,0,2,1901,2597685515253,2597685517154,b'stress-ng-aio',b'swapper/2',2
2597764305532,37689,37706,2,10055,2597764295477,2597764305532,b'stress-ng-aio',b'stress-ng-aio',2
2597764463245,37689,37706,2,132260,2597764330985,2597764463245,b'stress-ng-aio',b'stress-ng-aio',2
2597764499174,37682,0,2,5293,2597764493881,2597764499174,b'stress-ng-aio',b'swapper/2',2
2597764522388,37689,37682,2,25335,2597764497053,2597764522388,b'stress-ng-aio',b'stress-ng-aio',2
