timestamp_ns,pid,prev_pid,cpu,duration_ns,state,comm,kernel_stack,user_stack,next_pid,next_comm
2932590011408,41578,41577,0,5004447,0,b'stress-ng-cpu',,,0,b''
2932593030924,41559,41578,0,10022465,0,b'stress-ng-aio',,,0,b''
2932593052541,41558,41559,0,14740820,0,b'stress-ng-aio',,,0,b''
2932593081744,41578,41558,0,14784402,0,b'stress-ng-cpu',,,0,b''
2932593092392,41558,41578,0,61468,0,b'stress-ng-aio',,,0,b''
2932593105681,41578,41558,0,23937,0,b'stress-ng-cpu',,,0,b''
2932593113618,41558,41578,0,21226,0,b'stress-ng-aio',,,0,b''
2932593124966,41578,41558,0,19285,0,b'stress-ng-cpu',,,0,b''
2932597006196,41577,41578,0,3892578,0,b'stress-ng-cpu',,,0,b''
2932608008455,41577,41578,0,11002259,0,b'stress-ng-cpu',,,0,b''
2932614005852,41577,41578,0,2895791,0,b'stress-ng-cpu',,,0,b''
2932618005844,41578,41577,0,7999210,0,b'stress-ng-cpu',,,0,b''
2932740702193,41578,41560,0,43446,0,b'stress-ng-cpu',,,0,b''
2932928128271,41578,41558,0,298120,0,b'stress-ng-cpu',,,0,b''
2932982125132,41578,41557,0,107559377,0,b'stress-ng-cpu',,,0,b''
2933411487373,41560,41578,0,51285140,0,b'stress-ng-aio',,,0,b''
2933411501338,41578,41560,0,250069307,0,b'stress-ng-cpu',,,0,b''
2933412378235,41557,41578,0,890862,0,b'stress-ng-aio',,,0,b''
2933412388963,41578,41557,0,250065229,0,b'stress-ng-cpu',,,0,b''
2933625831981,41578,41560,0,14589,0,b'stress-ng-cpu',,,0,b''
2933691865303,41558,41578,0,4857442,0,b'stress-ng-aio',,,0,b''
2933691879567,41578,41558,0,250070214,0,b'stress-ng-cpu',,,0,b''
2933713013826,41562,41578,0,2004977,0,b'stress-ng-cpu',,,0,b''
2933719098691,41562,41558,0,3737483,0,b'stress-ng-cpu',,,0,b''
2933720177737,41562,41557,0,77172,0,b'stress-ng-cpu',,,0,b''
2933724005997,41578,41562,0,3996311,0,b'stress-ng-cpu',,,0,b''
2933728005601,41562,41578,0,2996279,0,b'stress-ng-cpu',,,0,b''
2933840020898,41576,41578,0,23635619,0,b'stress-ng-cpu',,,0,b''
2933959187773,41576,41558,0,240089082,0,b'stress-ng-cpu',,,0,b''
2933959908714,41576,41558,0,12116,0,b'stress-ng-cpu',,,0,b''
