PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
410283,b'stress-ng-aio', 59533741905,99.91,0.09,1186545
410285,b'stress-ng-aio', 59532865316,99.92,0.08,1200770
410286,b'stress-ng-cpu', 59531001700,71.69,28.31,3736935
410290,b'stress-ng-cpu', 59524002228,72.13,27.87,3741870
410295,b'stress-ng-aio', 59533038173,99.92,0.08,1273967
410299,b'stress-ng-aio', 59532912833,99.91,0.09,1262458
410302,b'stress-ng-cpu', 59529169049,72.65,27.35,3272647
410282,b'stress-ng-cpu', 59535045062,71.78,28.22,3613119
410298,b'stress-ng-cpu', 59531988242,71.38,28.62,3288729
410300,b'stress-ng-cpu', 59530004915,72.16,27.84,3487517
410288,b'stress-ng-cpu', 59519009368,70.78,29.22,3440706
410292,b'stress-ng-cpu', 59534495457,71.99,28.01,3365963
410284,b'stress-ng-cpu', 59537603483,71.04,28.96,3801235
410291,b'stress-ng-aio', 59530993093,99.91,0.09,1310161
410296,b'stress-ng-cpu', 59531407431,72.59,27.41,3680370
410280,b'stress-ng-cpu', 59537176249,71.91,28.09,3695927
410294,b'stress-ng-cpu', 59529123639,72.34,27.66,3510400
410281,b'stress-ng-aio', 59532849473,99.92,0.08,1233353
410297,b'stress-ng-aio', 59459012997,99.92,0.08,1392278
410303,b'stress-ng-aio', 59532894164,99.93,0.07,1448112
410293,b'stress-ng-aio', 59463829465,99.92,0.08,1234142
410287,b'stress-ng-aio', 59534097400,99.91,0.09,1358119
410289,b'stress-ng-aio', 59530902711,99.92,0.08,1316582
410301,b'stress-ng-aio', 59532892527,99.93,0.07,1518523
