PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
427300,b'stress-ng-cpu', 59742069237,50.62,49.38,92499
427308,b'stress-ng-aio', 56432350298,98.89,1.11,10896
427297,b'stress-ng-aio', 57945924145,99.29,0.71,8661
427293,b'stress-ng-aio', 59170029104,99.26,0.74,11095
427307,b'stress-ng-aio', 59305944320,99.37,0.63,8526
427310,b'stress-ng-aio', 59264895275,99.25,0.75,8488
427302,b'stress-ng-cpu', 59707921112,65.73,34.27,74727
427295,b'stress-ng-aio', 59857347211,99.36,0.64,11032
427311,b'stress-ng-aio', 59738128143,99.13,0.87,10799
427296,b'stress-ng-cpu', 39053047173,47.70,52.30,61498
427299,b'stress-ng-aio', 46586284388,99.45,0.55,10104
427316,b'stress-ng-aio', 59536015625,99.15,0.85,11930
427303,b'stress-ng-aio', 41538362092,99.45,0.55,9395
427301,b'stress-ng-aio', 57761450789,99.36,0.64,9216
427306,b'stress-ng-aio', 59170296074,99.63,0.37,21994
427298,b'stress-ng-cpu', 56614014861,59.12,40.88,128449
427313,b'stress-ng-aio', 57585949608,99.47,0.53,10837
427315,b'stress-ng-aio', 48940423757,99.31,0.69,12103
427305,b'stress-ng-aio', 56139378066,99.44,0.56,6148
427294,b'stress-ng-cpu', 56390805245,37.95,62.05,43014
427312,b'stress-ng-aio', 59165960715,99.49,0.51,15034
427304,b'stress-ng-cpu', 46586298200,52.87,47.13,85537
427314,b'stress-ng-aio', 59853711578,99.27,0.73,8783
427309,b'stress-ng-aio', 59853421384,99.29,0.71,11124
