timestamp_ns,waker_pid,target_pid,cpu,latency_ns,waker_comm,target_comm,waker_kernel_stack,target_state,waker_cpu,target_cpu
79741978850211,267937,267854,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978858452,267937,267855,6,0,b'pkill',b'stress-ng-aio',,0,0,6
79741978887694,267937,267856,6,0,b'pkill',b'stress-ng-aio',,0,0,6
79741978901333,267937,267857,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978907160,267937,267858,6,0,b'pkill',b'stress-ng-aio',,0,0,6
79741978911998,267937,267859,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978917266,267937,267860,6,0,b'pkill',b'stress-ng-aio',,0,0,6
79741978922331,267937,267861,6,0,b'pkill',b'stress-ng-aio',,0,0,6
79741978927330,267937,267862,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978932528,267937,267863,6,0,b'pkill',b'stress-ng-aio',,0,0,6
79741978937750,267937,267864,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978942978,267937,267865,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978947872,267937,267866,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978952788,267937,267867,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978957743,267937,267868,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978962444,267937,267869,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978967202,267937,267870,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978972036,267937,267871,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978976368,267937,267872,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978980525,267937,267873,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978984856,267937,267874,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978988996,267937,267875,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978993129,267937,267876,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741978998085,267937,267877,6,0,b'pkill',b'stress-ng-cpu',,0,0,6
79741988071307,267856,267856,4,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,4
79741988074752,267858,267858,0,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,0
79741988184867,267855,267855,4,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,4
79741988273883,267863,267863,4,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,4
79741988360104,267861,267861,4,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,4
