timestamp_ns,pid,prev_pid,cpu,duration_ns,state,comm,kernel_stack,user_stack,next_pid,next_comm
79508882052819,265201,265199,5,529974,0,b'stress-ng-aio',,,0,b''
79508882067883,265206,265201,5,544411,0,b'stress-ng-cpu',,,0,b''
79508885201068,265213,265205,2,3180329,0,b'stress-ng-aio',,,0,b''
79508885404778,265203,265199,5,3351959,0,b'stress-ng-aio',,,0,b''
79508886125791,265219,265207,5,851782,0,b'stress-ng-aio',,,0,b''
79508889010312,265209,265198,2,6002106,0,b'stress-ng-aio',,,0,b''
79508889062495,265214,265220,2,3792212,0,b'stress-ng-aio',,,0,b''
79508889082172,265215,265214,2,3860878,0,b'stress-ng-aio',,,0,b''
79508889168051,265218,265217,2,3917884,0,b'stress-ng-aio',,,0,b''
79508889214452,265213,265212,2,4064795,0,b'stress-ng-aio',,,0,b''
79508890007441,265218,265200,5,4998213,0,b'stress-ng-aio',,,0,b''
79508890024883,265198,265218,5,839118,0,b'stress-ng-cpu',,,0,b''
79508891008756,265200,265204,0,5998562,0,b'stress-ng-cpu',,,0,b''
79508892007160,265202,265198,5,2996848,0,b'stress-ng-cpu',,,0,b''
79508893013924,265198,265206,4,8007409,0,b'stress-ng-cpu',,,0,b''
79508893006273,265204,265202,5,3998070,0,b'stress-ng-cpu',,,0,b''
79508894005465,265206,265204,5,2996709,0,b'stress-ng-cpu',,,0,b''
79508895012479,265204,265200,0,5005038,0,b'stress-ng-cpu',,,0,b''
79508895004968,265202,265206,5,1991044,0,b'stress-ng-cpu',,,0,b''
79508896007926,265208,265204,0,2002461,0,b'stress-ng-cpu',,,0,b''
79508897008614,265204,265198,4,5001454,0,b'stress-ng-cpu',,,0,b''
79508897005086,265206,265202,5,3998813,0,b'stress-ng-cpu',,,0,b''
79508898005133,265198,265206,5,3000165,0,b'stress-ng-cpu',,,0,b''
79508899013466,265206,265200,2,4000987,0,b'stress-ng-cpu',,,0,b''
79508899005480,265202,265198,5,1996866,0,b'stress-ng-cpu',,,0,b''
79508900008981,265198,265208,0,5000228,0,b'stress-ng-cpu',,,0,b''
79508901006237,265208,265198,0,2000757,0,b'stress-ng-cpu',,,0,b''
79508901028301,265200,265204,4,5020375,0,b'stress-ng-cpu',,,0,b''
79508902005613,265204,265202,5,5000527,0,b'stress-ng-cpu',,,0,b''
79508903005348,265206,265204,5,1977047,0,b'stress-ng-cpu',,,0,b''
79508904004794,265202,265206,5,2996654,0,b'stress-ng-cpu',,,0,b''
79508905005669,265198,265208,5,998813,0,b'stress-ng-cpu',,,0,b''
79508906017650,265202,265198,5,1995483,0,b'stress-ng-cpu',,,0,b''
79508907017456,265208,265202,5,2989705,0,b'stress-ng-cpu',,,0,b''
79508908023545,265202,265200,4,3998719,0,b'stress-ng-cpu',,,0,b''
79508908004407,265198,265208,5,2998738,0,b'stress-ng-cpu',,,0,b''
79508909004590,265208,265198,5,2986940,0,b'stress-ng-cpu',,,0,b''
79508910007711,265206,265204,0,7002363,0,b'stress-ng-cpu',,,0,b''
79508911004377,265198,265208,5,2999970,0,b'stress-ng-cpu',,,0,b''
79508912011711,265208,265202,4,4994255,0,b'stress-ng-cpu',,,0,b''
79508912005080,265204,265198,5,3000490,0,b'stress-ng-cpu',,,0,b''
79508913005070,265198,265204,5,2997359,0,b'stress-ng-cpu',,,0,b''
79508914007491,265202,265206,0,5987629,0,b'stress-ng-cpu',,,0,b''
79508915004184,265204,265198,5,2999104,0,b'stress-ng-cpu',,,0,b''
79508916005601,265206,265202,0,3993890,0,b'stress-ng-cpu',,,0,b''
79508916007345,265198,265208,4,5002968,0,b'stress-ng-cpu',,,0,b''
79508917005257,265202,265204,5,4000187,0,b'stress-ng-cpu',,,0,b''
79508918005365,265200,265208,2,1998020,0,b'stress-ng-cpu',,,0,b''
79508919005145,265204,265200,2,2996898,0,b'stress-ng-cpu',,,0,b''
79508920011973,265208,265206,0,6004482,0,b'stress-ng-cpu',,,0,b''
79508920012225,265200,265198,4,5008041,0,b'stress-ng-cpu',,,0,b''
79508921005485,265206,265204,2,999298,0,b'stress-ng-cpu',,,0,b''
79508921005723,265198,265202,5,5000122,0,b'stress-ng-cpu',,,0,b''
79508922004526,265204,265206,2,1992553,0,b'stress-ng-cpu',,,0,b''
79508923005180,265206,265204,2,1999695,0,b'stress-ng-cpu',,,0,b''
79508924004105,265204,265206,2,1999579,0,b'stress-ng-cpu',,,0,b''
79508925011659,265206,265198,5,4999434,0,b'stress-ng-cpu',,,0,b''
79508926005181,265198,265204,2,998907,0,b'stress-ng-cpu',,,0,b''
79508927007450,265204,265208,0,9002085,0,b'stress-ng-cpu',,,0,b''
79508928004958,265208,265198,2,2993299,0,b'stress-ng-cpu',,,0,b''
79508929004159,265198,265208,2,1996709,0,b'stress-ng-cpu',,,0,b''
79508930011264,265208,265202,1,9005541,0,b'stress-ng-cpu',,,0,b''
79508931007258,265202,265204,0,5002077,0,b'stress-ng-cpu',,,0,b''
79508932007068,265204,265208,1,3002909,0,b'stress-ng-cpu',,,0,b''
79508933004709,265208,265198,2,2998845,0,b'stress-ng-cpu',,,0,b''
79508933011667,265198,265206,5,9007562,0,b'stress-ng-cpu',,,0,b''
79508934004919,265206,265208,2,1997851,0,b'stress-ng-cpu',,,0,b''
79508935007307,265208,265200,4,16002162,0,b'stress-ng-cpu',,,0,b''
79508936007799,265200,265204,1,5000541,0,b'stress-ng-cpu',,,0,b''
79508937005019,265204,265206,2,1000450,0,b'stress-ng-cpu',,,0,b''
79508938004511,265206,265204,2,1996712,0,b'stress-ng-cpu',,,0,b''
79508939009798,265206,265202,0,8998534,0,b'stress-ng-cpu',,,0,b''
79508939004059,265204,265206,2,1999040,0,b'stress-ng-cpu',,,0,b''
79508940011315,265204,265200,1,5004008,0,b'stress-ng-cpu',,,0,b''
79508940004832,265202,265204,2,2000321,0,b'stress-ng-cpu',,,0,b''
79508941007813,265200,265198,5,8003104,0,b'stress-ng-cpu',,,0,b''
79508942007678,265198,265204,1,2002846,0,b'stress-ng-cpu',,,0,b''
79508943007245,265204,265208,4,9002326,0,b'stress-ng-cpu',,,0,b''
79508944020306,265208,265198,1,3012493,0,b'stress-ng-cpu',,,0,b''
79508945006645,265198,265204,4,2998967,0,b'stress-ng-cpu',,,0,b''
79508946004781,265204,265202,2,4000432,0,b'stress-ng-cpu',,,0,b''
79508947011204,265202,265206,0,8007145,0,b'stress-ng-cpu',,,0,b''
79508948010967,265204,265208,1,5003722,0,b'stress-ng-cpu',,,0,b''
79508948004855,265206,265204,2,998995,0,b'stress-ng-cpu',,,0,b''
79508949007639,265208,265198,4,4987333,0,b'stress-ng-cpu',,,0,b''
79508950007008,265198,265204,1,2002153,0,b'stress-ng-cpu',,,0,b''
79508951008136,265204,265200,5,10996821,0,b'stress-ng-cpu',,,0,b''
79508953007173,265206,265202,0,7002392,0,b'stress-ng-cpu',,,0,b''
79508954004890,265202,265200,2,2996754,0,b'stress-ng-cpu',,,0,b''
79508955007567,265200,265204,5,5000559,0,b'stress-ng-cpu',,,0,b''
79508956005964,265204,265200,5,2001074,0,b'stress-ng-cpu',,,0,b''
79508957007142,265200,265208,4,8996175,0,b'stress-ng-cpu',,,0,b''
79508958008133,265208,265198,1,9000494,0,b'stress-ng-cpu',,,0,b''
79508959007592,265198,265200,4,3001628,0,b'stress-ng-cpu',,,0,b''
79508960007400,265200,265204,5,4999833,0,b'stress-ng-cpu',,,0,b''
79508961008225,265204,265206,0,9002233,0,b'stress-ng-cpu',,,0,b''
79508962004828,265206,265202,2,4000298,0,b'stress-ng-cpu',,,0,b''
79508963007080,265202,265198,4,4998947,0,b'stress-ng-cpu',,,0,b''
79508964007341,265198,265204,0,3999941,0,b'stress-ng-cpu',,,0,b''
79508965007428,265204,265200,5,5999836,0,b'stress-ng-cpu',,,0,b''
79508966007509,265200,265208,1,9000367,0,b'stress-ng-cpu',,,0,b''
79508967004691,265208,265206,2,3000348,0,b'stress-ng-cpu',,,0,b''
79508968007261,265206,265200,1,2999833,0,b'stress-ng-cpu',,,0,b''
79508969022259,265200,265204,5,5014918,0,b'stress-ng-cpu',,,0,b''
