PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
262350,b'stress-ng-cpu', 59926057677,76.81,23.19,8239616
262348,b'stress-ng-cpu', 59942050361,85.17,14.83,16587651
262361,b'stress-ng-cpu', 59947915805,84.01,15.99,14971619
262344,b'stress-ng-cpu', 59947117083,76.34,23.66,8118703
262353,b'stress-ng-cpu', 59947736665,81.97,18.03,12665006
262355,b'stress-ng-cpu', 59934700242,75.56,24.44,7279354
262345,b'stress-ng-cpu', 59929999337,75.15,24.85,7369389
262343,b'stress-ng-cpu', 59944080089,81.74,18.26,12286830
262358,b'stress-ng-cpu', 59937000138,79.48,20.52,10232108
262347,b'stress-ng-cpu', 59928994432,74.95,25.05,7064784
262364,b'stress-ng-cpu', 59925089934,80.62,19.38,11331950
262362,b'stress-ng-cpu', 59929000894,84.13,15.87,15207555
262354,b'stress-ng-cpu', 59933998879,85.78,14.22,17445292
262360,b'stress-ng-cpu', 59937996795,78.86,21.14,9225313
262365,b'stress-ng-cpu', 59938730356,84.46,15.54,15390886
262366,b'stress-ng-cpu', 59927368476,81.72,18.28,12253462
262356,b'stress-ng-cpu', 59938025894,83.55,16.45,13975298
262363,b'stress-ng-cpu', 59935654174,77.86,22.14,8840202
262352,b'stress-ng-cpu', 59916998610,83.07,16.93,13141447
262359,b'stress-ng-cpu', 59931313135,74.65,25.35,6864187
262357,b'stress-ng-cpu', 59929845605,75.48,24.52,7309440
262346,b'stress-ng-cpu', 59925000968,76.31,23.69,8260429
262351,b'stress-ng-cpu', 59916940043,79.67,20.33,10265102
262349,b'stress-ng-cpu', 59910000735,85.67,14.33,17500486
