PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
47928,b'stress-ng-cpu', 44052999864,77.18,22.82,3318372
47941,b'stress-ng-cpu', 44089993800,76.37,23.63,3237985
47927,b'stress-ng-aio', 43275974452,99.89,0.11,2161131
47932,b'stress-ng-cpu', 44094996964,76.20,23.80,3312053
47937,b'stress-ng-cpu', 44042999336,77.24,22.76,3269418
47929,b'stress-ng-aio', 41796814405,99.90,0.10,2204395
47926,b'stress-ng-aio', 41876996452,99.92,0.08,2010952
47935,b'stress-ng-aio', 43924781211,99.86,0.14,2007909
47950,b'stress-ng-cpu', 44085006043,76.66,23.34,3318650
47936,b'stress-ng-cpu', 44078996804,76.40,23.60,3318764
47947,b'stress-ng-cpu', 44090997363,77.57,22.43,3309849
47925,b'stress-ng-cpu', 44095999180,77.01,22.99,3315924
47940,b'stress-ng-cpu', 44072997208,76.10,23.90,3271078
47930,b'stress-ng-cpu', 44091987699,76.46,23.54,3281935
47934,b'stress-ng-cpu', 44002987418,76.29,23.71,3294494
47944,b'stress-ng-cpu', 44042005488,75.21,24.79,3335173
47945,b'stress-ng-cpu', 44054000333,76.48,23.52,3301275
47948,b'stress-ng-cpu', 44093006319,76.46,23.54,3337900
47942,b'stress-ng-cpu', 44066996064,75.43,24.57,3301368
47938,b'stress-ng-cpu', 44021996977,76.63,23.37,3292514
47949,b'stress-ng-cpu', 44088998648,77.09,22.91,3301761
47943,b'stress-ng-cpu', 44036003336,74.82,25.18,3272658
47933,b'stress-ng-aio', 41796383885,99.85,0.15,1977663
47931,b'stress-ng-aio', 44022327358,99.89,0.11,2139405
