PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
257092,b'stress-ng-aio', 59830481333,99.84,0.16,45320
257114,b'stress-ng-aio', 59817176318,99.87,0.13,41964
257101,b'stress-ng-aio', 59672070483,99.87,0.13,43014
257106,b'stress-ng-aio', 59846894810,99.87,0.13,42163
257104,b'stress-ng-aio', 59816794505,99.84,0.16,41336
257111,b'stress-ng-aio', 59830805849,99.88,0.12,40196
257095,b'stress-ng-aio', 59831467015,99.89,0.11,42513
257093,b'stress-ng-aio', 59830800404,99.88,0.12,43500
257097,b'stress-ng-aio', 59830668286,99.89,0.11,46309
257103,b'stress-ng-aio', 59847083106,99.85,0.15,39057
257109,b'stress-ng-aio', 59847043242,99.88,0.12,43644
257094,b'stress-ng-aio', 59830868015,99.86,0.14,41934
257105,b'stress-ng-aio', 59830770724,99.88,0.12,42933
257110,b'stress-ng-aio', 59816859814,99.88,0.12,44503
257098,b'stress-ng-aio', 59830472297,99.88,0.12,46201
257102,b'stress-ng-aio', 59816937978,99.87,0.13,45320
257107,b'stress-ng-aio', 59830474266,99.86,0.14,43098
257108,b'stress-ng-aio', 59830536034,99.87,0.13,40423
257115,b'stress-ng-aio', 59830156019,99.86,0.14,43014
257112,b'stress-ng-aio', 59817066582,99.88,0.12,40584
257096,b'stress-ng-aio', 59830678675,99.87,0.13,38705
257100,b'stress-ng-aio', 59817245834,99.83,0.17,39549
257099,b'stress-ng-aio', 59830579340,99.88,0.12,40114
257113,b'stress-ng-aio', 59366620980,99.88,0.12,42967
