PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
33258,b'stress-ng-cpu', 59735998960,73.30,26.70,2468506
33264,b'stress-ng-aio', 59586892789,99.93,0.07,1192867
33272,b'stress-ng-aio', 59170790776,99.94,0.06,1127177
33276,b'stress-ng-aio', 58902695114,99.92,0.08,1148023
33269,b'stress-ng-aio', 59699604146,99.92,0.08,1154524
33270,b'stress-ng-aio', 59768503737,99.93,0.07,1149337
33278,b'stress-ng-aio', 59116408862,99.92,0.08,1088924
33266,b'stress-ng-aio', 57259355805,99.92,0.08,1047526
33277,b'stress-ng-cpu', 59764001660,71.88,28.12,4060869
33267,b'stress-ng-cpu', 59634998608,71.96,28.04,3674827
33275,b'stress-ng-cpu', 59709001471,71.05,28.95,4123651
33262,b'stress-ng-cpu', 59756998642,72.07,27.93,2766808
33265,b'stress-ng-cpu', 59745997413,73.25,26.75,2372848
33268,b'stress-ng-cpu', 59720004044,71.53,28.47,4100666
33271,b'stress-ng-cpu', 59737999631,71.80,28.20,3966313
33260,b'stress-ng-cpu', 59736997214,72.66,27.34,2699083
33280,b'stress-ng-cpu', 59758015341,71.44,28.56,4012060
33279,b'stress-ng-cpu', 59746999885,69.58,30.42,4521022
33261,b'stress-ng-aio', 57845010178,99.92,0.08,1183643
33263,b'stress-ng-aio', 55761274860,99.91,0.09,1105217
33274,b'stress-ng-aio', 58933105287,99.91,0.09,1156381
33273,b'stress-ng-cpu', 59706004134,70.58,29.42,4476594
33259,b'stress-ng-aio', 56247140834,99.90,0.10,999417
33257,b'stress-ng-aio', 57663126057,99.93,0.07,1008051
