stressor,bogo_ops,real_time,usr_time,sys_time,bogo_ops_real_time,bogo_ops_usr_sys_time,cpu_used_per_instance,rss_max
cpu,394859.0,60.01,359.4,0.1,6580.41,1098.33,33.28,3740.0
