PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
44153,b'stress-ng-aio', 59495236478,99.48,0.52,86850
44156,b'stress-ng-aio', 59494917965,99.46,0.54,86102
44160,b'stress-ng-aio', 59493944857,99.44,0.56,81354
44155,b'stress-ng-aio', 59493953612,99.38,0.62,93304
44166,b'stress-ng-aio', 59208546930,99.28,0.72,84103
44152,b'stress-ng-aio', 59494045687,99.38,0.62,84813
44158,b'stress-ng-aio', 59209679281,99.32,0.68,81119
44175,b'stress-ng-aio', 59393501919,99.35,0.65,86443
44168,b'stress-ng-aio', 59208667697,99.29,0.71,85397
44164,b'stress-ng-aio', 59394365764,99.39,0.61,85935
44163,b'stress-ng-aio', 59060499001,99.35,0.65,89980
44162,b'stress-ng-aio', 59394690610,99.40,0.60,88366
44171,b'stress-ng-aio', 59392476352,99.23,0.77,88034
44172,b'stress-ng-aio', 59210053782,99.45,0.55,90683
44165,b'stress-ng-aio', 59493525590,99.33,0.67,84220
44169,b'stress-ng-aio', 59209749764,99.35,0.65,90587
44167,b'stress-ng-aio', 58933033554,99.48,0.52,81414
44157,b'stress-ng-aio', 59493755580,99.29,0.71,87348
44170,b'stress-ng-aio', 59394044275,99.41,0.59,79150
44161,b'stress-ng-aio', 59395195889,99.36,0.64,87063
44159,b'stress-ng-aio', 59493852128,99.35,0.65,79607
44173,b'stress-ng-aio', 59395054027,99.42,0.58,76350
44154,b'stress-ng-aio', 58933450335,99.41,0.59,86696
44174,b'stress-ng-aio', 59394609126,99.45,0.55,83338
