PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
259757,b'stress-ng-aio', 59520294677,99.53,0.47,19761
259762,b'stress-ng-cpu', 59520680015,73.31,26.69,5897790
259774,b'stress-ng-aio', 59568859092,99.27,0.73,7509
259779,b'stress-ng-cpu', 59521998658,72.58,27.42,6879187
259759,b'stress-ng-aio', 59568874213,99.30,0.70,14973
259761,b'stress-ng-aio', 59568595910,99.30,0.70,8994
259763,b'stress-ng-aio', 59520475596,99.06,0.94,9189
259764,b'stress-ng-cpu', 59514930722,68.09,31.91,6070080
259758,b'stress-ng-cpu', 59520633698,65.61,34.39,4910092
259772,b'stress-ng-aio', 59568718912,99.32,0.68,11500
259776,b'stress-ng-aio', 59520431241,98.82,1.18,9988
259778,b'stress-ng-aio', 59520088045,99.03,0.97,8049
259773,b'stress-ng-cpu', 59525910752,65.64,34.36,5600027
259756,b'stress-ng-aio', 59568839985,99.12,0.88,13808
259765,b'stress-ng-aio', 59111924096,98.86,1.14,11687
259767,b'stress-ng-aio', 59568778703,99.19,0.81,8027
259768,b'stress-ng-cpu', 59523114691,75.38,24.62,7360002
259771,b'stress-ng-cpu', 59523494953,71.81,28.19,7435916
259760,b'stress-ng-cpu', 59520336513,71.10,28.90,4958667
259775,b'stress-ng-cpu', 59516716762,69.01,30.99,3472027
259770,b'stress-ng-aio', 59565126666,98.90,1.10,11154
259777,b'stress-ng-cpu', 59508998338,69.10,30.90,5399115
259766,b'stress-ng-cpu', 59518999881,69.13,30.87,4596454
259769,b'stress-ng-cpu', 59515108940,68.95,31.05,6118791
