PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
270575,b'stress-ng-aio', 59657921448,99.87,0.13,38884
270594,b'stress-ng-aio', 59657630970,99.83,0.17,24963
270595,b'stress-ng-aio', 59374671389,99.82,0.18,26097
270584,b'stress-ng-aio', 59549747848,99.87,0.13,45329
270581,b'stress-ng-aio', 59657692235,99.82,0.18,24768
270589,b'stress-ng-aio', 59735157353,99.85,0.15,39693
270580,b'stress-ng-aio', 59549036210,99.83,0.17,27392
270576,b'stress-ng-aio', 59550033145,99.82,0.18,25975
270585,b'stress-ng-aio', 59657947639,99.85,0.15,30870
270586,b'stress-ng-aio', 59549431364,99.81,0.19,37700
270587,b'stress-ng-aio', 59658544846,99.78,0.22,26152
270592,b'stress-ng-aio', 59657779880,99.78,0.22,28496
270583,b'stress-ng-aio', 59549908720,99.83,0.17,33994
270597,b'stress-ng-aio', 59657675295,99.81,0.19,24231
270593,b'stress-ng-aio', 59657571093,99.81,0.19,26397
270588,b'stress-ng-aio', 59374806087,99.79,0.21,29422
270591,b'stress-ng-aio', 59172780893,99.85,0.15,36518
270577,b'stress-ng-aio', 59657874869,99.82,0.18,32968
270600,b'stress-ng-aio', 59549762837,99.83,0.17,27336
270578,b'stress-ng-aio', 59657865718,99.82,0.18,27356
270598,b'stress-ng-aio', 59657290516,99.83,0.17,30634
270596,b'stress-ng-aio', 59549850806,99.75,0.25,24805
270579,b'stress-ng-aio', 59657503206,99.81,0.19,31891
270599,b'stress-ng-aio', 59657479073,99.79,0.21,24348
