PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
409060,b'stress-ng-cpu', 59576990262,40.81,59.19,340574
409061,b'stress-ng-aio', 59813740061,99.95,0.05,227613
409062,b'stress-ng-aio', 59724710858,99.95,0.05,214388
409064,b'stress-ng-aio', 59717694124,99.94,0.06,224993
409063,b'stress-ng-cpu', 59724083483,38.95,61.05,337437
409065,b'stress-ng-cpu', 59724083628,43.69,56.31,300704
409066,b'stress-ng-aio', 59735401131,99.94,0.06,246332
409069,b'stress-ng-aio', 59811753091,99.94,0.06,236514
409067,b'stress-ng-aio', 59811711994,99.94,0.06,231230
409073,b'stress-ng-cpu', 59714167938,40.97,59.03,352402
409080,b'stress-ng-aio', 59502212930,99.95,0.05,248025
409070,b'stress-ng-cpu', 59606997240,39.91,60.09,312421
409082,b'stress-ng-aio', 59534304962,99.95,0.05,242382
409075,b'stress-ng-aio', 59501129362,99.95,0.05,228867
409076,b'stress-ng-aio', 59713065673,99.94,0.06,216560
409079,b'stress-ng-aio', 59500879036,99.95,0.05,230942
409081,b'stress-ng-aio', 59808268715,99.94,0.06,244939
409077,b'stress-ng-aio', 59711415974,99.95,0.05,234449
409078,b'stress-ng-aio', 59807567698,99.95,0.05,231965
409074,b'stress-ng-aio', 59712296675,99.95,0.05,232670
409083,b'stress-ng-aio', 59502923217,99.94,0.06,220911
409071,b'stress-ng-aio', 59714156025,99.94,0.06,231458
409072,b'stress-ng-aio', 59810870530,99.94,0.06,245193
409068,b'stress-ng-cpu', 59719067274,39.45,60.55,314178
