PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
436811,b'stress-ng-cpu', 59623995807,78.90,21.10,3422070
436803,b'stress-ng-cpu', 59720548679,78.67,21.33,3374637
436823,b'stress-ng-cpu', 59725993464,79.08,20.92,3384190
436804,b'stress-ng-cpu', 59671993351,78.30,21.70,3409737
436821,b'stress-ng-cpu', 59575004884,78.49,21.51,3427923
436815,b'stress-ng-cpu', 59714006497,78.80,21.20,3419403
436817,b'stress-ng-cpu', 59637000506,78.72,21.28,3427235
436805,b'stress-ng-cpu', 59707995450,78.61,21.39,3423206
436801,b'stress-ng-cpu', 59710988591,78.53,21.47,3396308
436818,b'stress-ng-cpu', 59700003400,78.67,21.33,3395661
436822,b'stress-ng-cpu', 59692995372,78.79,21.21,3438602
436800,b'stress-ng-cpu', 59708997325,78.33,21.67,3373780
436814,b'stress-ng-cpu', 59720108938,78.58,21.42,3438981
436816,b'stress-ng-cpu', 59635001690,78.91,21.09,3378112
436809,b'stress-ng-cpu', 59723000738,78.47,21.53,3390156
436820,b'stress-ng-cpu', 59694991423,78.81,21.19,3390305
436806,b'stress-ng-cpu', 59714995858,78.54,21.46,3386498
436807,b'stress-ng-cpu', 59685997415,78.60,21.40,3395240
436802,b'stress-ng-cpu', 59686993635,78.53,21.47,3404524
436812,b'stress-ng-cpu', 59680995025,78.81,21.19,3422567
436808,b'stress-ng-cpu', 59710998196,78.65,21.35,3392297
436819,b'stress-ng-cpu', 59634992899,78.65,21.35,3401956
436813,b'stress-ng-cpu', 59682989956,78.54,21.46,3389205
436810,b'stress-ng-cpu', 59719993454,78.65,21.35,3392017
