PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
406435,b'stress-ng-cpu', 59830958975,77.79,22.21,9045927
406443,b'stress-ng-cpu', 59843002371,80.88,19.12,11500539
406444,b'stress-ng-cpu', 59833999446,78.03,21.97,9233839
406455,b'stress-ng-cpu', 59833188547,80.62,19.38,11212641
406458,b'stress-ng-cpu', 59840166925,80.30,19.70,10805320
406448,b'stress-ng-cpu', 59832947201,78.51,21.49,9358516
406454,b'stress-ng-cpu', 59826998535,79.76,20.24,10688246
406437,b'stress-ng-cpu', 59848624809,80.84,19.16,11589829
406446,b'stress-ng-cpu', 59843939847,80.10,19.90,10581078
406450,b'stress-ng-cpu', 59829054257,80.37,19.63,11200771
406451,b'stress-ng-cpu', 59812002636,82.20,17.80,12892617
406457,b'stress-ng-cpu', 59836525766,79.67,20.33,10492315
406449,b'stress-ng-cpu', 59826003600,81.33,18.67,12113363
406441,b'stress-ng-cpu', 59832814952,80.61,19.39,10833031
406445,b'stress-ng-cpu', 59839752378,80.71,19.29,11205097
406452,b'stress-ng-cpu', 59830935816,81.47,18.53,11957975
406442,b'stress-ng-cpu', 59822002402,80.41,19.59,10855901
406436,b'stress-ng-cpu', 59842822987,79.76,20.24,10406661
406453,b'stress-ng-cpu', 59839442125,78.80,21.20,9687087
406439,b'stress-ng-cpu', 59814001362,77.16,22.84,8727673
406447,b'stress-ng-cpu', 59843271376,79.62,20.38,10241891
406456,b'stress-ng-cpu', 59830996992,81.16,18.84,12057246
406438,b'stress-ng-cpu', 59835248332,79.14,20.86,9722756
406440,b'stress-ng-cpu', 59838301508,79.89,20.11,10346969
