timestamp_ns,pid,cpu,refs,misses,cache_level,comm
1468941784684,21629,0,14941,0,0,b'stress-ng-aio'
1468941887353,21629,0,14147,0,0,b'stress-ng-aio'
1468941955684,21633,0,0,3492,0,b'stress-ng-aio'
1468942002055,21633,0,29616,0,0,b'stress-ng-aio'
1468942199670,21638,0,56894,0,0,b'stress-ng-aio'
1468942570621,21638,0,85774,0,0,b'stress-ng-aio'
1469017807530,21632,0,41938,0,0,b'stress-ng-aio'
1469109274905,21637,0,19488,0,0,b'stress-ng-aio'
1469109421693,21644,0,53262,0,0,b'stress-ng-aio'
1469183304833,21647,0,54810,0,0,b'stress-ng-aio'
1469183791717,21630,0,54810,0,0,b'stress-ng-aio'
1469272997035,21646,0,26700,0,0,b'stress-ng-aio'
1469407902897,21630,0,20633,0,0,b'stress-ng-aio'
1469408369343,21630,0,22456,0,0,b'stress-ng-aio'
1469408916491,21632,0,25665,0,0,b'stress-ng-aio'
1469409658837,21632,0,29601,0,0,b'stress-ng-aio'
1469462998300,21630,0,0,3694,0,b'stress-ng-aio'
1469570570424,21628,0,11650,0,0,b'stress-ng-aio'
1469570736505,21633,0,0,2158,0,b'stress-ng-aio'
1469570898168,21630,0,37661,0,0,b'stress-ng-aio'
1469570963228,21630,0,0,3924,0,b'stress-ng-aio'
1469571747989,21647,0,55653,0,0,b'stress-ng-aio'
1469763988583,21647,0,58859,0,0,b'stress-ng-aio'
1469764804386,21635,0,78123,0,0,b'stress-ng-aio'
1469998553044,21639,0,37391,0,0,b'stress-ng-aio'
1470014720832,21640,0,41516,0,0,b'stress-ng-aio'
1470124609862,21641,0,23657,0,0,b'stress-ng-aio'
1470124623123,21641,0,0,3078,0,b'stress-ng-aio'
1470124941608,21630,0,0,3078,0,b'stress-ng-aio'
1470289662971,21631,0,0,16299,0,b'stress-ng-aio'
1470290073586,21631,0,25231,0,0,b'stress-ng-aio'
1470375362982,21640,0,0,5062,0,b'stress-ng-aio'
1468941819262,21626,3,24842,0,0,b'stress-ng-aio'
1468941949071,21635,3,0,14776,0,b'stress-ng-aio'
1468941972668,21634,3,24842,0,0,b'stress-ng-aio'
1468942070445,21642,3,44113,0,0,b'stress-ng-aio'
1468942358445,21643,3,94993,0,0,b'stress-ng-aio'
1469017372281,21636,3,0,14396,0,b'stress-ng-aio'
1469017569903,21626,3,124341,0,0,b'stress-ng-aio'
1469109565064,21638,3,0,14396,0,b'stress-ng-aio'
1469109904495,21638,3,124341,0,0,b'stress-ng-aio'
1469183242366,21640,3,0,16245,0,b'stress-ng-aio'
1469183689073,21628,3,144531,0,0,b'stress-ng-aio'
1469408492360,21645,3,122320,0,0,b'stress-ng-aio'
1469571587575,21628,3,119472,0,0,b'stress-ng-aio'
1469763779740,21628,3,0,14608,0,b'stress-ng-aio'
1469764411007,21637,3,0,14739,0,b'stress-ng-aio'
1469998022726,21633,3,0,16343,0,b'stress-ng-aio'
1469998653887,21633,3,118999,0,0,b'stress-ng-aio'
1470124540150,21629,3,50740,0,0,b'stress-ng-aio'
1470124813292,21647,3,0,10151,0,b'stress-ng-aio'
1470124912528,21647,3,50740,0,0,b'stress-ng-aio'
1470125393370,21643,3,63335,0,0,b'stress-ng-aio'
1470197324853,21647,3,0,7627,0,b'stress-ng-aio'
1470289692673,21634,3,0,7627,0,b'stress-ng-aio'
1470289896374,21643,3,0,7627,0,b'stress-ng-aio'
1470290299382,21626,3,51376,0,0,b'stress-ng-aio'
1470290866141,21634,3,0,12173,0,b'stress-ng-aio'
1470406111227,21644,3,21442,0,0,b'stress-ng-aio'
1470406142647,21647,3,0,5020,0,b'stress-ng-aio'
1470406194041,21626,3,21442,0,0,b'stress-ng-aio'
1470406624242,21626,3,107976,0,0,b'stress-ng-aio'
1468942445067,21630,4,0,8126,0,b'stress-ng-aio'
1469109123564,21631,4,0,8598,0,b'stress-ng-aio'
1469109554756,21625,4,0,8598,0,b'stress-ng-aio'
1469408739605,21629,4,44810,0,0,b'stress-ng-aio'
1469570560380,21647,4,28750,0,0,b'stress-ng-aio'
1469570946572,21627,4,28750,0,0,b'stress-ng-aio'
1469571445590,21633,4,35205,0,0,b'stress-ng-aio'
1469659152279,21629,4,0,13013,0,b'stress-ng-aio'
1469764183521,21625,4,0,12853,0,b'stress-ng-aio'
1469764658684,21635,4,42494,0,0,b'stress-ng-aio'
1469997960484,21627,4,0,12853,0,b'stress-ng-aio'
1469998529173,21627,4,50834,0,0,b'stress-ng-aio'
1469998714275,21625,4,0,13464,0,b'stress-ng-aio'
1470124659636,21626,4,0,14014,0,b'stress-ng-aio'
1470124703483,21638,4,50834,0,0,b'stress-ng-aio'
1470125339436,21644,4,64386,0,0,b'stress-ng-aio'
1470289987812,21629,4,0,15477,0,b'stress-ng-aio'
1470290425758,21627,4,69925,0,0,b'stress-ng-aio'
1470406203126,21629,4,0,14997,0,b'stress-ng-aio'
1470406481775,21645,4,69925,0,0,b'stress-ng-aio'
1470516466179,21633,4,0,14997,0,b'stress-ng-aio'
1468941889742,21632,5,15393,0,0,b'stress-ng-aio'
1468942020995,21637,5,34268,0,0,b'stress-ng-aio'
1468942138402,21644,5,0,12294,0,b'stress-ng-aio'
1468942390270,21627,5,62629,0,0,b'stress-ng-aio'
1469183556445,21643,5,0,12808,0,b'stress-ng-aio'
1469273512603,21644,5,0,12146,0,b'stress-ng-aio'
1469409423801,21639,5,75068,0,0,b'stress-ng-aio'
1469462206639,21626,5,0,10314,0,b'stress-ng-aio'
1469462787293,21635,5,75068,0,0,b'stress-ng-aio'
1469570681948,21647,5,0,10314,0,b'stress-ng-aio'
1469571581463,21647,5,81830,0,0,b'stress-ng-aio'
1469763932109,21644,5,0,9414,0,b'stress-ng-aio'
1469997986987,21646,5,67371,0,0,b'stress-ng-aio'
1469998062029,21631,5,0,10739,0,b'stress-ng-aio'
1470021674271,21645,5,68492,0,0,b'stress-ng-aio'
1470125202281,21632,5,0,10817,0,b'stress-ng-aio'
1470313327197,21632,5,62865,0,0,b'stress-ng-aio'
1470406410797,21628,5,62865,0,0,b'stress-ng-aio'
1470406657138,21628,5,0,10456,0,b'stress-ng-aio'
1470516456849,21646,5,0,10456,0,b'stress-ng-aio'
1470516552890,21631,5,62865,0,0,b'stress-ng-aio'
1470406146481,21628,0,0,17555,0,b'stress-ng-aio'
1470406149078,21628,0,20005,0,0,b'stress-ng-aio'
1470406252975,21639,0,91027,0,0,b'stress-ng-aio'
1470516209640,21631,0,0,17300,0,b'stress-ng-aio'
1470516456192,21643,0,69876,0,0,b'stress-ng-aio'
1468941967909,21639,1,13145,0,0,b'stress-ng-aio'
1468942082644,21646,1,22941,0,0,b'stress-ng-aio'
1468942104201,21640,1,0,9993,0,b'stress-ng-aio'
1468942295109,21634,1,45064,0,0,b'stress-ng-aio'
1468942618847,21640,1,65961,0,0,b'stress-ng-aio'
1469109809795,21627,1,83173,0,0,b'stress-ng-aio'
1469183033302,21626,1,0,13710,0,b'stress-ng-aio'
1469183680134,21634,1,0,13710,0,b'stress-ng-aio'
1469409543731,21633,1,72382,0,0,b'stress-ng-aio'
1469571133699,21644,1,51668,0,0,b'stress-ng-aio'
1469763845955,21634,1,0,9807,0,b'stress-ng-aio'
1469764202501,21632,1,39440,0,0,b'stress-ng-aio'
1469764747899,21643,1,0,9560,0,b'stress-ng-aio'
1469998856022,21646,1,0,41545,0,b'stress-ng-aio'
1470021853509,21636,1,45123,0,0,b'stress-ng-aio'
1470124476704,21644,1,0,25812,0,b'stress-ng-aio'
1470124531784,21643,1,45291,0,0,b'stress-ng-aio'
1470125123290,21644,1,53152,0,0,b'stress-ng-aio'
1470289952764,21637,1,45969,0,0,b'stress-ng-aio'
1470291733776,21639,1,41657,0,0,b'stress-ng-aio'
1470406209114,21634,1,40553,0,0,b'stress-ng-aio'
1470406253098,21630,1,0,15374,0,b'stress-ng-aio'
1470406532723,21635,1,40553,0,0,b'stress-ng-aio'
1470516239873,21636,1,83894,0,0,b'stress-ng-aio'
1470616176286,21641,1,83894,0,0,b'stress-ng-aio'
1468941771992,21626,2,0,5655,0,b'stress-ng-aio'
1468941795556,21626,2,17432,0,0,b'stress-ng-aio'
1468941890876,21631,2,17432,0,0,b'stress-ng-aio'
1468942007722,21626,2,41931,0,0,b'stress-ng-aio'
1468942132910,21641,2,0,7047,0,b'stress-ng-aio'
1468942252612,21638,2,81546,0,0,b'stress-ng-aio'
1468942639918,21645,2,112977,0,0,b'stress-ng-aio'
1469109112301,21631,2,0,8607,0,b'stress-ng-aio'
1469182962293,21626,2,0,8607,0,b'stress-ng-aio'
1469183099724,21648,2,0,11506,0,b'stress-ng-aio'
1469183660964,21635,2,155552,0,0,b'stress-ng-aio'
1469408417051,21648,2,142112,0,0,b'stress-ng-aio'
1469408655173,21648,2,0,20878,0,b'stress-ng-aio'
1469571607795,21640,2,0,12994,0,b'stress-ng-aio'
1469621579636,21648,2,83362,0,0,b'stress-ng-aio'
1469763753087,21626,2,0,5126,0,b'stress-ng-aio'
1469764284034,21648,2,38093,0,0,b'stress-ng-aio'
1469764660894,21634,2,45758,0,0,b'stress-ng-aio'
1469838041176,21648,2,55207,0,0,b'stress-ng-aio'
