PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
49231,b'stress-ng-cpu', 35260995794,78.58,21.42,5039358
49234,b'stress-ng-cpu', 35119997130,79.57,20.43,5023971
49230,b'stress-ng-cpu', 35288998459,78.93,21.07,5009101
49236,b'stress-ng-cpu', 35254003092,78.70,21.30,5060115
49237,b'stress-ng-cpu', 35261011912,78.98,21.02,5037875
49238,b'stress-ng-cpu', 35176995864,78.71,21.29,5086083
49242,b'stress-ng-cpu', 35283999620,79.03,20.97,5064219
49252,b'stress-ng-cpu', 35063005875,78.91,21.09,5021410
49254,b'stress-ng-cpu', 35254000035,78.90,21.10,5036158
49246,b'stress-ng-cpu', 35178998298,79.49,20.51,4992079
49244,b'stress-ng-cpu', 35269998233,78.95,21.05,5035453
49245,b'stress-ng-cpu', 35286997540,79.13,20.87,5052110
49243,b'stress-ng-cpu', 35265010188,79.20,20.80,5062438
49250,b'stress-ng-cpu', 35295997204,78.88,21.12,5017737
49255,b'stress-ng-cpu', 35235009632,79.52,20.48,5023243
49240,b'stress-ng-cpu', 35279999736,79.19,20.81,5122493
49249,b'stress-ng-cpu', 35270998115,78.70,21.30,5017916
49247,b'stress-ng-cpu', 35243011821,79.51,20.49,5052675
49251,b'stress-ng-cpu', 35282001183,78.97,21.03,4938969
49235,b'stress-ng-cpu', 35220998815,78.90,21.10,5015590
49239,b'stress-ng-cpu', 35276001816,79.88,20.12,5028708
49253,b'stress-ng-cpu', 35275999631,79.67,20.33,5006522
49232,b'stress-ng-cpu', 35294997800,79.58,20.42,5061692
49233,b'stress-ng-cpu', 35292997100,79.05,20.95,4999213
