timestamp_ns,pid,prev_pid,cpu,duration_ns,freq_khz,comm,prev_comm,voluntary
1803020173341,26633,0,1,14422,4000015,b'stress-ng-aio',b'',0
1803020194315,26633,26633,1,7697,3999973,b'stress-ng-aio',b'pkill',0
1803020226450,26638,26638,1,32135,4000002,b'stress-ng-cpu',b'pkill',1
1803020239945,26643,0,1,13495,3999975,b'stress-ng-aio',b'',0
1803020258112,26643,0,1,6659,4000004,b'stress-ng-aio',b'',0
1803020284485,26643,0,1,11994,4000015,b'stress-ng-aio',b'',0
1803020301479,26643,0,1,7714,4000007,b'stress-ng-aio',b'',0
1803020323567,26643,0,1,6094,4000007,b'stress-ng-aio',b'',0
1803020336118,26643,0,1,5141,3999982,b'stress-ng-aio',b'',0
1803020356615,26643,0,1,6673,3999982,b'stress-ng-aio',b'',0
1803020369115,26643,0,1,4980,4000000,b'stress-ng-aio',b'',0
1803020385029,26643,0,1,5651,3999980,b'stress-ng-aio',b'',0
1803020397137,26643,0,1,4958,3999980,b'stress-ng-aio',b'',0
1803020413310,26643,0,1,5596,4000024,b'stress-ng-aio',b'',0
1803020425320,26643,0,1,4871,4000024,b'stress-ng-aio',b'',0
1803020444173,26643,0,1,8289,3999995,b'stress-ng-aio',b'',0
1803020456477,26643,0,1,4985,3999994,b'stress-ng-aio',b'',0
1803020472107,26643,0,1,5580,3999994,b'stress-ng-aio',b'',0
1803020484247,26643,0,1,4917,4000015,b'stress-ng-aio',b'',0
1803020499999,26643,0,1,5629,3999979,b'stress-ng-aio',b'',0
1803020511986,26643,0,1,4830,3999979,b'stress-ng-aio',b'',0
1803020528012,26643,0,1,5591,4000014,b'stress-ng-aio',b'',0
1803020540172,26643,0,1,4839,4000014,b'stress-ng-aio',b'',0
1803020556060,26643,0,1,5698,3999984,b'stress-ng-aio',b'',0
1803020568048,26643,0,1,4872,3999984,b'stress-ng-aio',b'',0
1803020583736,26643,0,1,5639,4000018,b'stress-ng-aio',b'',0
1803020595643,26643,0,1,4801,4000022,b'stress-ng-aio',b'',0
1803020611219,26643,0,1,5593,4000022,b'stress-ng-aio',b'',0
1803020623207,26643,0,1,4813,3999971,b'stress-ng-aio',b'',0
1803020641185,26643,0,1,5714,3999971,b'stress-ng-aio',b'',0
1803020653273,26643,0,1,4890,4000008,b'stress-ng-aio',b'',0
1803020668866,26643,0,1,5538,3999985,b'stress-ng-aio',b'',0
1803020680986,26643,0,1,4939,3999985,b'stress-ng-aio',b'',0
1803020697134,26643,0,1,5581,4000029,b'stress-ng-aio',b'',0
1803020709230,26643,0,1,4935,3999966,b'stress-ng-aio',b'',0
1803020725113,26643,0,1,5542,4000006,b'stress-ng-aio',b'',0
1803020737227,26643,0,1,4879,4000006,b'stress-ng-aio',b'',0
1803024006294,26646,0,1,3250798,4000023,b'stress-ng-cpu',b'',1
1803025847737,26638,0,1,1811573,3999978,b'stress-ng-cpu',b'',1
1803028005877,26642,0,1,2122919,4000035,b'stress-ng-cpu',b'',1
1803030005925,26638,26638,1,1988678,3999994,b'stress-ng-cpu',b'stress-ng-cpu',1
1803031006578,26642,26642,1,1000653,3999978,b'stress-ng-cpu',b'stress-ng-cpu',1
1803035006812,26646,26646,1,4000234,3999997,b'stress-ng-cpu',b'stress-ng-cpu',1
