timestamp_ns,pid,cpu,refs,misses,cache_level,comm
81033619619481,282592,0,73476,0,0,b'stress-ng-cpu'
81033619825353,282592,0,294308,0,0,b'stress-ng-cpu'
81033619559480,282593,1,102335,0,0,b'stress-ng-cpu'
81033619749184,282593,1,102335,0,0,b'stress-ng-cpu'
81033619931913,282593,1,763698,0,0,b'stress-ng-cpu'
81033619499418,282581,2,34938,0,0,b'stress-ng-cpu'
81033619570888,282581,2,34938,0,0,b'stress-ng-cpu'
81033619633436,282581,2,641247,0,0,b'stress-ng-cpu'
81033619451111,282588,3,14172535,0,0,b'stress-ng-cpu'
81033619316164,282586,5,157616802,0,0,b'stress-ng-cpu'
81033620465732,282595,0,2098779,0,0,b'stress-ng-cpu'
81033620840137,282578,2,12103701,0,0,b'stress-ng-cpu'
81033621284211,282599,1,5618848,0,0,b'stress-ng-cpu'
81033621767243,282597,2,0,35460,0,b'stress-ng-cpu'
81033623534378,282590,1,0,110012,0,b'stress-ng-cpu'
81033624058914,282579,0,5860129,0,0,b'stress-ng-cpu'
81033626004717,282598,2,0,69425,0,b'stress-ng-cpu'
81033628115768,282600,4,0,104452,0,b'stress-ng-cpu'
81033628369777,282593,0,0,85318,0,b'stress-ng-cpu'
81033629060295,282588,3,0,90900,0,b'stress-ng-cpu'
81033630024181,282579,1,7755628,0,0,b'stress-ng-cpu'
81033633069259,282577,2,0,79774,0,b'stress-ng-cpu'
81033633733465,282598,0,5915384,0,0,b'stress-ng-cpu'
81033634531810,282597,4,5736219,0,0,b'stress-ng-cpu'
81033638076021,282592,1,0,85447,0,b'stress-ng-cpu'
81033639037820,282586,3,0,92195,0,b'stress-ng-cpu'
81033639493274,282586,3,7642832,0,0,b'stress-ng-cpu'
81033641059671,282576,0,0,70871,0,b'stress-ng-cpu'
81033640332399,282593,2,7451562,0,0,b'stress-ng-cpu'
81033643092752,282598,1,6311223,0,0,b'stress-ng-cpu'
81033643975976,282577,0,5933745,0,0,b'stress-ng-cpu'
81033644030174,282600,4,0,70432,0,b'stress-ng-cpu'
81033644853061,282580,2,0,68059,0,b'stress-ng-cpu'
81033645243729,282600,4,5375812,0,0,b'stress-ng-cpu'
81033648172898,282602,3,8430466,0,0,b'stress-ng-cpu'
81033650035976,282586,0,0,80495,0,b'stress-ng-cpu'
81033650033984,282581,3,0,84553,0,b'stress-ng-cpu'
81033650469457,282593,2,7525096,0,0,b'stress-ng-cpu'
81033653033459,282580,2,0,78888,0,b'stress-ng-cpu'
81033653865753,282591,4,5975683,0,0,b'stress-ng-cpu'
81033654300208,282577,0,5894545,0,0,b'stress-ng-cpu'
81033654500260,282598,1,5720345,0,0,b'stress-ng-cpu'
81033654517329,282591,4,0,68067,0,b'stress-ng-cpu'
81033656052444,282588,1,0,47273,0,b'stress-ng-cpu'
81033658638514,282593,3,8254665,0,0,b'stress-ng-cpu'
81033659381196,282586,2,8057423,0,0,b'stress-ng-cpu'
81033660051734,282582,5,0,61675,0,b'stress-ng-cpu'
81033661062560,282576,0,0,73684,0,b'stress-ng-cpu'
81033661248051,282579,2,0,82194,0,b'stress-ng-cpu'
81033662219072,282600,3,0,74345,0,b'stress-ng-cpu'
81033663246541,282598,1,0,54035,0,b'stress-ng-cpu'
81033663468393,282601,4,0,70819,0,b'stress-ng-cpu'
81033663541332,282598,1,6350019,0,0,b'stress-ng-cpu'
81033664392567,282591,0,5653777,0,0,b'stress-ng-cpu'
81033666724416,282588,4,4697087,0,0,b'stress-ng-cpu'
81033667443177,282585,2,9351206,0,0,b'stress-ng-cpu'
81033668342857,282594,3,8434237,0,0,b'stress-ng-cpu'
81033668690285,282584,5,5632192,0,0,b'stress-ng-cpu'
81033670551748,282602,1,0,69814,0,b'stress-ng-cpu'
81033671386983,282582,3,0,75915,0,b'stress-ng-cpu'
81033671438316,282593,5,0,56079,0,b'stress-ng-cpu'
81033672398463,282580,0,0,64795,0,b'stress-ng-cpu'
81033672823133,282591,2,0,73466,0,b'stress-ng-cpu'
81033674246201,282581,1,5839502,0,0,b'stress-ng-cpu'
81033674332283,282592,4,5746134,0,0,b'stress-ng-cpu'
81033674538268,282578,0,5630419,0,0,b'stress-ng-cpu'
81033675065266,282588,4,0,57103,0,b'stress-ng-cpu'
81033676931969,282577,3,9403412,0,0,b'stress-ng-cpu'
81033677143475,282584,5,6313753,0,0,b'stress-ng-cpu'
81033681537745,282601,0,0,65425,0,b'stress-ng-cpu'
81033682773104,282598,1,6491796,0,0,b'stress-ng-cpu'
81033678546594,282586,2,8350401,0,0,b'stress-ng-cpu'
81033681293385,282597,2,0,80364,0,b'stress-ng-cpu'
81033679804785,282600,3,0,91825,0,b'stress-ng-cpu'
81033683899540,282595,4,5962098,0,0,b'stress-ng-cpu'
81033682020668,282592,5,0,51581,0,b'stress-ng-cpu'
81033683674159,282598,1,0,55643,0,b'stress-ng-cpu'
81033684553519,282581,0,5524190,0,0,b'stress-ng-cpu'
81033685006794,282595,4,0,56494,0,b'stress-ng-cpu'
81033687535520,282588,3,8788953,0,0,b'stress-ng-cpu'
81033688090958,282586,0,0,76767,0,b'stress-ng-cpu'
81033688416482,282577,5,5755000,0,0,b'stress-ng-cpu'
81033689217082,282598,4,0,80877,0,b'stress-ng-cpu'
81033689656422,282585,3,0,92935,0,b'stress-ng-cpu'
81033689767350,282597,2,7815053,0,0,b'stress-ng-cpu'
81033690004084,282576,5,0,53782,0,b'stress-ng-cpu'
81033691843339,282597,2,0,83239,0,b'stress-ng-cpu'
81033693461177,282581,1,0,58683,0,b'stress-ng-cpu'
81033694384436,282593,1,5839522,0,0,b'stress-ng-cpu'
81033694383991,282601,4,5672719,0,0,b'stress-ng-cpu'
81033694716633,282594,0,5236936,0,0,b'stress-ng-cpu'
81033697124220,282585,5,0,58443,0,b'stress-ng-cpu'
81033697121468,282579,3,9012706,0,0,b'stress-ng-cpu'
81033698111414,282585,5,5972207,0,0,b'stress-ng-cpu'
81033698963707,282582,2,7971094,0,0,b'stress-ng-cpu'
81033700644262,282580,3,0,88029,0,b'stress-ng-cpu'
81033701076070,282591,1,0,64870,0,b'stress-ng-cpu'
81033702005515,282595,0,0,56514,0,b'stress-ng-cpu'
81033702051440,282590,2,0,74233,0,b'stress-ng-cpu'
81033702002700,282584,4,0,64375,0,b'stress-ng-cpu'
81033703652449,282586,0,5644340,0,0,b'stress-ng-cpu'
81033703856574,282591,1,5933124,0,0,b'stress-ng-cpu'
81033704505261,282593,4,5715450,0,0,b'stress-ng-cpu'
81033707326665,282599,5,6389136,0,0,b'stress-ng-cpu'
81033707411313,282577,3,8559518,0,0,b'stress-ng-cpu'
81033708362929,282598,2,8584378,0,0,b'stress-ng-cpu'
81033709040969,282581,5,0,51585,0,b'stress-ng-cpu'
81033710007913,282597,0,0,59873,0,b'stress-ng-cpu'
81033711063723,282584,1,0,62685,0,b'stress-ng-cpu'
81033711903578,282580,3,0,84089,0,b'stress-ng-cpu'
81033713045726,282590,2,0,69573,0,b'stress-ng-cpu'
81033713126122,282593,4,0,53451,0,b'stress-ng-cpu'
81033713820067,282593,4,5981875,0,0,b'stress-ng-cpu'
81033713981068,282591,0,5441079,0,0,b'stress-ng-cpu'
81033714229407,282601,1,5837644,0,0,b'stress-ng-cpu'
81033717037829,282577,5,0,59980,0,b'stress-ng-cpu'
81033717403973,282597,0,0,64002,0,b'stress-ng-cpu'
81033717506419,282579,2,9039918,0,0,b'stress-ng-cpu'
81033717757886,282576,3,8171492,0,0,b'stress-ng-cpu'
81033718204892,282577,5,5978948,0,0,b'stress-ng-cpu'
81033719126646,282581,4,0,81363,0,b'stress-ng-cpu'
81033720008152,282600,3,0,95114,0,b'stress-ng-cpu'
81033721036175,282602,1,0,60068,0,b'stress-ng-cpu'
81033721183208,282584,2,0,79106,0,b'stress-ng-cpu'
81033722822575,282593,0,5877469,0,0,b'stress-ng-cpu'
81033723730270,282602,1,6125691,0,0,b'stress-ng-cpu'
81033725545132,282578,4,5263915,0,0,b'stress-ng-cpu'
81033727019474,282588,3,8499839,0,0,b'stress-ng-cpu'
81033727093267,282579,5,6484479,0,0,b'stress-ng-cpu'
81033728021270,282581,2,8583554,0,0,b'stress-ng-cpu'
81033729070170,282577,5,0,50833,0,b'stress-ng-cpu'
81033730999802,282584,0,0,47204,0,b'stress-ng-cpu'
81033731265722,282585,2,0,75648,0,b'stress-ng-cpu'
81033731441165,282594,1,0,57680,0,b'stress-ng-cpu'
81033731964302,282580,3,0,80967,0,b'stress-ng-cpu'
81033732673299,282598,4,0,58998,0,b'stress-ng-cpu'
81033733562528,282592,0,5532830,0,0,b'stress-ng-cpu'
81033734417968,282591,1,5951093,0,0,b'stress-ng-cpu'
81033734622340,282595,4,5718437,0,0,b'stress-ng-cpu'
81033736102965,282579,0,0,67289,0,b'stress-ng-cpu'
81033736889159,282578,3,8637715,0,0,b'stress-ng-cpu'
81033737550063,282590,5,6282249,0,0,b'stress-ng-cpu'
81033738140515,282588,2,8317141,0,0,b'stress-ng-cpu'
81033738939215,282586,5,0,47439,0,b'stress-ng-cpu'
81033741030372,282580,2,0,74560,0,b'stress-ng-cpu'
