PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
412685,b'stress-ng-cpu', 59880985014,80.04,19.96,9046084
412690,b'stress-ng-cpu', 59903000170,79.41,20.59,15534634
412688,b'stress-ng-cpu', 59888491597,80.16,19.84,8206569
412692,b'stress-ng-cpu', 59884988860,80.23,19.77,11430819
412707,b'stress-ng-cpu', 59883989205,79.66,20.34,12412535
412695,b'stress-ng-cpu', 59888987799,80.12,19.88,11480273
412696,b'stress-ng-cpu', 59896989187,80.10,19.90,11048574
412699,b'stress-ng-cpu', 59889995360,79.84,20.16,10556430
412706,b'stress-ng-cpu', 59892989661,80.04,19.96,12689189
412700,b'stress-ng-cpu', 59888987878,79.95,20.05,10966746
412703,b'stress-ng-cpu', 59884989787,79.52,20.48,14377839
412698,b'stress-ng-cpu', 59877534153,80.13,19.87,10378580
412708,b'stress-ng-cpu', 59879937128,78.81,21.19,23492680
412691,b'stress-ng-cpu', 59906087683,79.66,20.34,13922968
412693,b'stress-ng-cpu', 59884987411,79.65,20.35,14265851
412686,b'stress-ng-cpu', 59896005685,80.47,19.53,6147268
412687,b'stress-ng-cpu', 59908412097,78.85,21.15,18963728
412689,b'stress-ng-cpu', 59887985005,80.06,19.94,10228777
412705,b'stress-ng-cpu', 59888414860,79.98,20.02,9240606
412704,b'stress-ng-cpu', 59885988063,79.84,20.16,12963596
412702,b'stress-ng-cpu', 59886038446,79.87,20.13,10937956
412697,b'stress-ng-cpu', 59878987351,79.75,20.25,13778946
412694,b'stress-ng-cpu', 59866983059,80.13,19.87,9849195
412701,b'stress-ng-cpu', 59885219440,80.26,19.74,10717458
