PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
435492,b'stress-ng-aio', 57834236962,99.74,0.26,615091
435500,b'stress-ng-cpu', 59444010364,68.74,31.26,3375151
435514,b'stress-ng-cpu', 59433002836,68.76,31.24,3257028
435493,b'stress-ng-aio', 57313098012,99.75,0.25,587384
435509,b'stress-ng-cpu', 59462006655,69.87,30.13,3397052
435516,b'stress-ng-cpu', 59356995388,69.64,30.36,3341894
435504,b'stress-ng-cpu', 59427996186,67.39,32.61,3301238
435511,b'stress-ng-cpu', 59439996480,68.02,31.98,3324776
435508,b'stress-ng-cpu', 59474996774,69.33,30.67,3379046
435505,b'stress-ng-cpu', 59448015206,69.75,30.25,3342570
435513,b'stress-ng-cpu', 59430000523,68.24,31.76,3305476
435510,b'stress-ng-cpu', 59379998418,70.30,29.70,3298383
435512,b'stress-ng-cpu', 59365999305,68.90,31.10,3387390
435515,b'stress-ng-cpu', 59461988498,69.74,30.26,3373608
435501,b'stress-ng-cpu', 59426009656,68.31,31.69,3361590
435506,b'stress-ng-cpu', 59440992968,67.67,32.33,3341435
435507,b'stress-ng-cpu', 59452992165,69.39,30.61,3325728
435517,b'stress-ng-cpu', 59420004144,68.51,31.49,3349755
435503,b'stress-ng-cpu', 59458999255,68.25,31.75,3335571
435502,b'stress-ng-cpu', 59477291625,69.36,30.64,3346625
435499,b'stress-ng-aio', 58302977494,99.54,0.46,596685
435494,b'stress-ng-aio', 59259889688,99.56,0.44,499436
435498,b'stress-ng-aio', 59472225609,99.61,0.39,527523
435496,b'stress-ng-aio', 59471155230,99.78,0.22,600106
