PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
42766,b'stress-ng-cpu', 45075130800,77.69,22.31,9006651
42783,b'stress-ng-cpu', 49679000593,81.71,18.29,12601789
42784,b'stress-ng-cpu', 55680000054,82.48,17.52,13264224
42785,b'stress-ng-cpu', 53300997162,75.92,24.08,8154001
42767,b'stress-ng-cpu', 50135995082,80.01,19.99,10569346
42762,b'stress-ng-cpu', 39854151376,80.88,19.12,11322717
42779,b'stress-ng-cpu', 49301000226,77.37,22.63,8509302
42777,b'stress-ng-cpu', 55265999997,78.19,21.81,8900541
42765,b'stress-ng-cpu', 45330173257,80.14,19.86,10584667
42763,b'stress-ng-cpu', 54683980611,75.33,24.67,7675933
42776,b'stress-ng-cpu', 55690997278,80.21,19.79,10655651
42772,b'stress-ng-cpu', 53247999189,79.51,20.49,10236837
42774,b'stress-ng-cpu', 43648007824,81.42,18.58,11415808
42773,b'stress-ng-cpu', 55673002596,82.11,17.89,13258699
42771,b'stress-ng-cpu', 36266999228,78.24,21.76,8683959
42780,b'stress-ng-cpu', 46455999503,79.21,20.79,10107398
42764,b'stress-ng-cpu', 55633999745,77.63,22.37,8480435
42768,b'stress-ng-cpu', 46690997535,80.24,19.76,10367097
42778,b'stress-ng-cpu', 47239999238,77.86,22.14,8837848
42769,b'stress-ng-cpu', 55377189139,78.55,21.45,9555637
42775,b'stress-ng-cpu', 50718991895,78.50,21.50,9088822
42781,b'stress-ng-cpu', 24635000452,80.39,19.61,11185781
42782,b'stress-ng-cpu', 55610999623,77.86,22.14,8987810
42770,b'stress-ng-cpu', 44162993179,78.59,21.41,9491502
