timestamp_ns,waker_pid,target_pid,cpu,latency_ns,waker_comm,target_comm,waker_kernel_stack,target_state,waker_cpu,target_cpu
1581321519747,0,22844,3,0,b'swapper/3',b'stress-ng-aio',,0,0,3
1581321571121,22849,22844,3,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,3
1581321825163,22861,22861,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581321865743,22861,22861,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581321886875,22861,22861,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581321991864,22861,22861,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581322027271,22861,22861,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581325254335,22866,22866,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581325375984,22856,22856,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581325476631,22844,22844,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581519290539,22861,22861,3,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,3
1581575385709,22849,22866,3,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,3
1581575508372,22849,22856,3,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,3
1581321509949,0,22846,5,0,b'swapper/5',b'stress-ng-aio',,0,0,5
1581321573479,0,22846,5,0,b'swapper/5',b'stress-ng-aio',,0,0,5
1581321623385,22850,22850,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581321641460,22850,22850,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581321655074,22850,22850,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581325024663,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581325136586,22862,22862,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581325250957,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581325390547,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581325505246,22862,22862,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519364042,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519412341,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519431644,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519475906,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519493635,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519516802,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519536407,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519553855,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519570012,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519586623,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519599879,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519617787,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519630893,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519645978,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519658548,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519673532,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519686099,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519700812,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519715284,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519730436,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519743172,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519758041,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519770760,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519785447,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519798029,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519812493,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519825197,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519839842,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519852446,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519867080,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519879694,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519894677,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519907426,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519935485,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519950506,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519966229,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519978902,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581519993928,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520013369,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520031677,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520044868,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520060974,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520073921,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520088809,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520101456,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520115947,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520128474,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520143488,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520156306,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520171081,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520183609,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520198516,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520211209,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520225975,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520238562,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520254272,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520267024,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520281516,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520294076,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520308824,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520321538,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520336122,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581520348844,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581575631716,22855,22862,5,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,5
1581575731198,22855,22865,5,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,5
1581627640100,22862,22862,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581627733568,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581627751235,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628102000,22862,22862,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628185724,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628200258,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628216890,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628229885,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628246138,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628259030,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628274012,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628286534,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628301720,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628314254,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628329209,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628341836,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628356477,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628368981,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628383585,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628396216,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628410722,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628423457,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628438491,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628452107,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628466864,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628479523,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628496160,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628508832,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628523841,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628536555,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628551360,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628564559,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628579310,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581628591925,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581770407866,22855,22867,5,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,5
1581791735433,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581794017621,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581807154033,22867,22867,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581807245593,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581810014427,22857,22857,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581878225956,22855,22862,5,0,b'stress-ng-cpu',b'stress-ng-aio',,0,0,5
1581952600219,22862,22862,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
1581952620772,22862,22862,5,0,b'stress-ng-aio',b'stress-ng-aio',,0,0,5
