PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
40340,b'stress-ng-cpu', 27999335508,67.84,32.16,4784686
40353,b'stress-ng-aio', 54290453699,99.30,0.70,11385
40354,b'stress-ng-cpu', 52728018121,69.58,30.42,4893127
40346,b'stress-ng-cpu', 52216998873,68.33,31.67,2763402
40348,b'stress-ng-cpu', 51427997316,69.62,30.38,4846829
40349,b'stress-ng-aio', 54291087910,98.99,1.01,8825
40339,b'stress-ng-aio', 54199017024,99.00,1.00,9911
40351,b'stress-ng-aio', 54194392215,99.19,0.81,9806
40359,b'stress-ng-aio', 54283198264,99.21,0.79,11698
40343,b'stress-ng-aio', 54797870683,99.39,0.61,10956
40341,b'stress-ng-aio', 54199851630,98.97,1.03,8900
40345,b'stress-ng-aio', 53714388042,99.03,0.97,8970
40350,b'stress-ng-cpu', 54510998658,51.90,48.10,1560304
40355,b'stress-ng-aio', 47665308517,99.37,0.63,8801
40357,b'stress-ng-aio', 53885239401,99.53,0.47,11785
40347,b'stress-ng-aio', 55005948674,99.28,0.72,10499
40358,b'stress-ng-cpu', 46054061631,75.07,24.93,2934796
40362,b'stress-ng-aio', 54794665965,98.85,1.15,8567
40342,b'stress-ng-cpu', 47499993606,67.32,32.68,3800992
40361,b'stress-ng-cpu', 54925995903,66.73,33.27,3508888
40352,b'stress-ng-cpu', 55005900884,70.01,29.99,3216944
40344,b'stress-ng-cpu', 53683999036,69.71,30.29,3553956
40360,b'stress-ng-cpu', 50707564884,65.20,34.80,2557696
40356,b'stress-ng-cpu', 49540997565,73.26,26.74,5686003
