PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
38930,b'stress-ng-aio', 52945465932,99.60,0.40,4978
38938,b'stress-ng-aio', 24586899271,99.38,0.62,6914
38942,b'stress-ng-aio', 27045258758,99.18,0.82,8742
38922,b'stress-ng-aio', 52966305907,99.42,0.58,5415
38928,b'stress-ng-aio', 25192868032,99.55,0.45,12199
38927,b'stress-ng-cpu', 46730085718,52.65,47.35,97760
38941,b'stress-ng-aio', 17069968339,99.17,0.83,8562
38940,b'stress-ng-aio', 52938160820,99.60,0.40,6075
38933,b'stress-ng-cpu', 52963582341,55.60,44.40,100960
38936,b'stress-ng-aio', 19605610129,99.20,0.80,5845
38943,b'stress-ng-aio', 38907255156,99.41,0.59,4306
38924,b'stress-ng-aio', 25084887728,99.45,0.55,7284
38932,b'stress-ng-aio', 26585273670,99.32,0.68,5465
38937,b'stress-ng-aio', 27169023194,99.28,0.72,10845
38939,b'stress-ng-aio', 32875996742,99.54,0.46,6201
38945,b'stress-ng-aio', 52517945713,99.18,0.82,5767
38931,b'stress-ng-cpu', 27611452621,56.21,43.79,87067
38923,b'stress-ng-cpu', 25094023374,59.75,40.25,101460
38934,b'stress-ng-aio', 27166690027,99.42,0.58,7886
38925,b'stress-ng-cpu', 12232856948,50.84,49.16,125871
38935,b'stress-ng-aio', 27398185051,99.46,0.54,8492
38944,b'stress-ng-aio', 52718008537,99.57,0.43,6059
38926,b'stress-ng-aio', 14886782274,99.85,0.15,7041
38929,b'stress-ng-cpu', 15156642239,40.43,59.57,44644
