PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
428366,b'stress-ng-aio', 48200797742,99.35,0.65,19948
428371,b'stress-ng-cpu', 59510253364,72.90,27.10,4078331
428374,b'stress-ng-aio', 59735408865,98.77,1.23,16886
428378,b'stress-ng-aio', 46590282927,98.65,1.35,14379
428384,b'stress-ng-cpu', 59498000148,65.36,34.64,5347920
428382,b'stress-ng-aio', 59499785573,99.18,0.82,31210
428373,b'stress-ng-cpu', 57423999207,70.90,29.10,5531679
428377,b'stress-ng-cpu', 57948995909,71.53,28.47,3699520
428379,b'stress-ng-cpu', 59234997884,68.55,31.45,4903326
428386,b'stress-ng-cpu', 57863993010,69.30,30.70,4095457
428388,b'stress-ng-cpu', 58354998956,68.25,31.75,5342674
428368,b'stress-ng-aio', 56337850288,98.61,1.39,17000
428372,b'stress-ng-aio', 46341753195,98.98,1.02,19387
428365,b'stress-ng-cpu', 57114993628,71.63,28.37,5412808
428375,b'stress-ng-cpu', 59506413190,67.18,32.82,3909611
428381,b'stress-ng-cpu', 59504999103,67.04,32.96,4421836
428387,b'stress-ng-aio', 47089761992,98.69,1.31,25490
428385,b'stress-ng-aio', 51336336211,98.86,1.14,25517
428369,b'stress-ng-cpu', 59483006701,67.59,32.41,3865115
428367,b'stress-ng-cpu', 59472003415,70.44,29.56,3841864
428376,b'stress-ng-aio', 59500373977,99.29,0.71,31409
428370,b'stress-ng-aio', 56487506910,98.54,1.46,16396
428380,b'stress-ng-aio', 46965402554,98.13,1.87,15672
428383,b'stress-ng-aio', 53459218334,99.07,0.93,23186
