stressor,bogo_ops,real_time,usr_time,sys_time,bogo_ops_real_time,bogo_ops_usr_sys_time,cpu_used_per_instance,rss_max
cpu,389046.0,60.0,356.75,0.07,6483.8,1090.31,49.56,3836.0
