PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
269128,b'stress-ng-cpu', 59845998957,79.72,20.28,10512239
269127,b'stress-ng-cpu', 59845003068,80.12,19.88,10459302
269130,b'stress-ng-cpu', 59838002078,79.66,20.34,10935546
269129,b'stress-ng-cpu', 59846948039,79.79,20.21,10806822
269131,b'stress-ng-cpu', 59860008808,79.31,20.69,11077652
269132,b'stress-ng-cpu', 59855984537,79.50,20.50,10959824
269134,b'stress-ng-cpu', 59851002920,79.68,20.32,10821970
269136,b'stress-ng-cpu', 59827984595,79.76,20.24,10902651
269133,b'stress-ng-cpu', 59839002802,79.54,20.46,10948611
269135,b'stress-ng-cpu', 59853988232,79.67,20.33,10902860
269137,b'stress-ng-cpu', 59862896117,79.76,20.24,10788764
269146,b'stress-ng-cpu', 59850988558,80.45,19.55,10032838
269138,b'stress-ng-cpu', 59851986820,79.59,20.41,10893205
269147,b'stress-ng-cpu', 59879000139,80.78,19.22,9875683
269149,b'stress-ng-cpu', 59876988262,80.95,19.05,9576817
269150,b'stress-ng-cpu', 59878999806,80.70,19.30,9074477
269145,b'stress-ng-cpu', 59883033907,80.39,19.61,10129672
269148,b'stress-ng-cpu', 59876984675,80.50,19.50,9543601
269144,b'stress-ng-cpu', 59881079720,79.90,20.10,10420165
269140,b'stress-ng-cpu', 59879006769,80.02,19.98,10525578
269141,b'stress-ng-cpu', 59879688793,80.17,19.83,10318558
269143,b'stress-ng-cpu', 59876002005,80.12,19.88,10507883
269139,b'stress-ng-cpu', 59877965680,80.01,19.99,10371918
269142,b'stress-ng-cpu', 59878003536,77.93,22.07,13370271
