PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
273230,b'stress-ng-cpu', 59771996467,59.86,40.14,20793562
273231,b'stress-ng-aio', 59797601372,99.91,0.09,126194
273238,b'stress-ng-aio', 59871001558,99.91,0.09,121841
273234,b'stress-ng-aio', 59871751793,99.90,0.10,104052
273246,b'stress-ng-aio', 59797160809,99.88,0.12,124635
273252,b'stress-ng-aio', 59817083424,99.90,0.10,103696
273253,b'stress-ng-aio', 59764683053,99.92,0.08,193059
273242,b'stress-ng-aio', 59797769626,99.90,0.10,154814
273250,b'stress-ng-aio', 59817690055,99.91,0.09,145507
273244,b'stress-ng-aio', 59797443517,99.91,0.09,134571
273248,b'stress-ng-aio', 59817263972,99.91,0.09,137353
273240,b'stress-ng-aio', 59870820562,99.90,0.10,162972
273236,b'stress-ng-aio', 59817313578,99.92,0.08,142789
273241,b'stress-ng-cpu', 59784995132,58.01,41.99,20971084
273235,b'stress-ng-cpu', 59778186850,59.55,40.45,21125784
273232,b'stress-ng-cpu', 59765995472,60.47,39.53,20965007
273233,b'stress-ng-cpu', 59745408902,58.80,41.20,20928079
273243,b'stress-ng-cpu', 59763998840,59.60,40.40,20937827
273251,b'stress-ng-cpu', 59745009240,59.30,40.70,20914051
273245,b'stress-ng-cpu', 59724376554,58.70,41.30,20992503
273237,b'stress-ng-cpu', 59724421591,59.08,40.92,20993415
273247,b'stress-ng-cpu', 59722378903,58.87,41.13,20883256
273239,b'stress-ng-cpu', 59759434162,58.44,41.56,20923834
273249,b'stress-ng-cpu', 59748162998,58.93,41.07,20974388
