PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
267856,b'stress-ng-aio', 59772962146,99.90,0.10,1313328
267863,b'stress-ng-aio', 59777820679,99.89,0.11,1305177
267862,b'stress-ng-cpu', 59771997268,74.77,25.23,7150826
267855,b'stress-ng-aio', 59773932117,99.89,0.11,1292211
267864,b'stress-ng-cpu', 59770998639,74.42,25.58,7127221
267854,b'stress-ng-cpu', 59781321544,74.19,25.81,7128338
267858,b'stress-ng-aio', 59776859176,99.90,0.10,1341484
267861,b'stress-ng-aio', 59777921609,99.89,0.11,1339898
267865,b'stress-ng-cpu', 59774201837,75.21,24.79,6798052
267857,b'stress-ng-cpu', 59780997207,74.24,25.76,7205730
267869,b'stress-ng-cpu', 59782988357,75.58,24.42,6832696
267860,b'stress-ng-aio', 59774992810,99.89,0.11,1322369
267859,b'stress-ng-cpu', 59771087218,74.54,25.46,7087812
267866,b'stress-ng-cpu', 59777998395,74.61,25.39,7066339
267875,b'stress-ng-cpu', 59777997864,75.35,24.65,6595541
267868,b'stress-ng-cpu', 59781999702,76.65,23.35,6280309
267874,b'stress-ng-cpu', 59779000141,75.46,24.54,6553309
267873,b'stress-ng-cpu', 59773591679,75.80,24.20,6578876
267871,b'stress-ng-cpu', 59769586676,74.93,25.07,6757255
267876,b'stress-ng-cpu', 59778739064,76.15,23.85,6235888
267867,b'stress-ng-cpu', 59769997095,74.77,25.23,7118191
267872,b'stress-ng-cpu', 59770595425,75.63,24.37,6547514
267877,b'stress-ng-cpu', 59776647542,75.91,24.09,6334664
267870,b'stress-ng-cpu', 59766640624,75.21,24.79,6800960
