PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
278693,b'stress-ng-aio', 60000984321,99.92,0.08,347143
278689,b'stress-ng-aio', 59810523168,99.94,0.06,351552
278676,b'stress-ng-aio', 59810493752,99.93,0.07,348676
278682,b'stress-ng-aio', 60001010460,99.94,0.06,352383
278692,b'stress-ng-aio', 59811498681,99.94,0.06,361891
278691,b'stress-ng-aio', 59810803974,99.95,0.05,346405
278688,b'stress-ng-aio', 60000986419,99.93,0.07,360436
278672,b'stress-ng-aio', 59810896029,99.95,0.05,366141
278690,b'stress-ng-aio', 60001102170,99.95,0.05,349514
278678,b'stress-ng-aio', 60001191564,99.93,0.07,314237
278687,b'stress-ng-aio', 59810321169,99.94,0.06,343535
278683,b'stress-ng-aio', 60001052912,99.93,0.07,350445
278684,b'stress-ng-aio', 59736627118,99.94,0.06,368587
278674,b'stress-ng-aio', 59810180781,99.94,0.06,362395
278670,b'stress-ng-aio', 59811416622,99.94,0.06,332515
278686,b'stress-ng-aio', 60001238559,99.94,0.06,330745
278685,b'stress-ng-aio', 59810825435,99.93,0.07,350837
278680,b'stress-ng-aio', 59810531033,99.95,0.05,369561
278681,b'stress-ng-cpu', 59807118692,21.37,78.63,152711
278679,b'stress-ng-cpu', 59643996306,23.96,76.04,153510
278675,b'stress-ng-cpu', 59733001236,21.78,78.22,152286
278671,b'stress-ng-cpu', 59785013930,19.35,80.65,151976
278673,b'stress-ng-cpu', 59803177280,23.18,76.82,152957
278677,b'stress-ng-cpu', 59730115924,20.84,79.16,153195
