stressor,bogo_ops,real_time,usr_time,sys_time,bogo_ops_real_time,bogo_ops_usr_sys_time,cpu_used_per_instance,rss_max
cpu,391019.0,60.0,359.03,0.11,6516.48,1088.76,49.88,3864.0
