PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
405304,b'stress-ng-aio', 59402172063,97.64,2.36,12476
405319,b'stress-ng-cpu', 55130000080,70.38,29.62,7512161
405321,b'stress-ng-cpu', 59706121549,64.37,35.63,8024289
405308,b'stress-ng-aio', 53274106999,98.43,1.57,15946
405312,b'stress-ng-aio', 58730160313,97.80,2.20,8955
405306,b'stress-ng-aio', 59712288487,96.80,3.20,9994
405324,b'stress-ng-cpu', 53896829534,76.42,23.58,9661940
405310,b'stress-ng-aio', 59714004896,96.53,3.47,12386
405302,b'stress-ng-aio', 55458339590,96.24,3.76,10511
405303,b'stress-ng-cpu', 54146003317,69.62,30.38,7877146
405305,b'stress-ng-cpu', 53269992148,79.07,20.93,10347888
405307,b'stress-ng-cpu', 57434994462,77.77,22.23,11205757
405313,b'stress-ng-cpu', 57603992997,74.72,25.28,8004433
405323,b'stress-ng-cpu', 52768979396,71.91,28.09,7840520
405311,b'stress-ng-cpu', 54518997602,76.28,23.72,8595151
405316,b'stress-ng-cpu', 58900106552,74.05,25.95,8009734
405314,b'stress-ng-cpu', 52758995774,75.91,24.09,10564209
405317,b'stress-ng-cpu', 59340004385,80.10,19.90,12195697
405318,b'stress-ng-cpu', 52882995588,76.52,23.48,8355551
405325,b'stress-ng-cpu', 58954008034,73.18,26.82,7061499
405309,b'stress-ng-cpu', 52151005188,73.04,26.96,7051207
405320,b'stress-ng-cpu', 56194998029,68.42,31.58,9547106
405315,b'stress-ng-cpu', 57178964702,61.51,38.49,5054066
405322,b'stress-ng-cpu', 51755006380,77.51,22.49,9387141
