PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
30916,b'stress-ng-cpu', 56640012835,48.64,51.36,400149
30924,b'stress-ng-cpu', 56535034869,46.81,53.19,422205
30930,b'stress-ng-aio', 55250062838,99.95,0.05,261807
30919,b'stress-ng-aio', 54824832509,99.96,0.04,261255
30920,b'stress-ng-cpu', 56241007563,46.89,53.11,425351
30923,b'stress-ng-aio', 54746182802,99.96,0.04,251569
30927,b'stress-ng-aio', 52059689575,99.95,0.05,248361
30921,b'stress-ng-aio', 56073566493,99.95,0.05,251104
30928,b'stress-ng-aio', 55255620034,99.95,0.05,257810
30931,b'stress-ng-aio', 56006803756,99.96,0.04,252731
30925,b'stress-ng-aio', 55372902797,99.95,0.05,257535
30929,b'stress-ng-aio', 56636491109,99.96,0.04,262997
30932,b'stress-ng-aio', 56232474426,99.96,0.04,240496
30933,b'stress-ng-aio', 55567890671,99.96,0.04,255109
30934,b'stress-ng-aio', 56440434725,99.95,0.05,256159
30935,b'stress-ng-aio', 56614599935,99.95,0.05,239711
30936,b'stress-ng-aio', 54972247209,99.96,0.04,256722
30939,b'stress-ng-aio', 55822551894,99.96,0.04,243922
30938,b'stress-ng-aio', 56006526338,99.95,0.05,258380
30941,b'stress-ng-aio', 55255207660,99.96,0.04,247318
30918,b'stress-ng-cpu', 56391998324,45.70,54.30,419565
30926,b'stress-ng-cpu', 56442075417,50.27,49.73,418098
30917,b'stress-ng-aio', 56861071806,99.95,0.05,266409
30922,b'stress-ng-cpu', 55608995057,49.15,50.85,439641
