timestamp_ns,pid,prev_pid,cpu,duration_ns,freq_khz,comm,prev_comm,voluntary
1692216180146,24109,24109,0,16510,4000018,b'stress-ng-aio',b'swapper/0',0
1692216204757,24105,24105,0,24611,4000026,b'stress-ng-aio',b'stress-ng-aio',1
1692216231272,24109,24109,0,26515,3999991,b'stress-ng-aio',b'stress-ng-aio',0
1692216276450,24105,24105,0,45178,3999994,b'stress-ng-aio',b'pkill',0
1692220008832,24120,24120,0,3732382,4000013,b'stress-ng-cpu',b'pkill',1
1692224008235,24112,0,0,3999403,4000023,b'stress-ng-cpu',b'',1
1692224098736,24125,0,0,8771,4000010,b'stress-ng-aio',b'',0
1692224203441,24125,0,0,23753,3999971,b'stress-ng-aio',b'',0
1692224285039,24125,0,0,9505,3999971,b'stress-ng-aio',b'',0
1692228010929,24120,24120,0,3716841,3999977,b'stress-ng-cpu',b'stress-ng-cpu',1
1692232005857,24112,24112,0,3994928,3999998,b'stress-ng-cpu',b'pkill',1
1692232037816,24124,0,0,31959,3999992,b'stress-ng-aio',b'',0
1692232136153,24124,24124,0,9496,4000008,b'stress-ng-aio',b'stress-ng-aio',0
1692236005402,24120,24120,0,3869249,3999995,b'stress-ng-cpu',b'stress-ng-cpu',1
1692239005654,24112,24112,0,3000252,3999995,b'stress-ng-cpu',b'stress-ng-cpu',1
1692240500864,24120,0,0,1495210,4000005,b'stress-ng-cpu',b'',1
1692240614364,24115,0,0,19699,4000002,b'stress-ng-aio',b'',0
1692240675341,24115,0,0,7056,3999996,b'stress-ng-aio',b'',0
1692240939871,24115,0,0,7185,4000004,b'stress-ng-aio',b'',0
1692240993106,24115,0,0,6099,4000013,b'stress-ng-aio',b'',0
1692241024193,24115,24115,0,9441,3999988,b'stress-ng-aio',b'stress-ng-aio',0
1692241042547,24112,0,0,18354,3999988,b'stress-ng-cpu',b'',1
1692241091735,24112,0,0,37984,3999979,b'stress-ng-cpu',b'',1
1692241131730,24112,0,0,30380,3999979,b'stress-ng-cpu',b'',1
1692245006020,24112,24112,0,3865290,4000010,b'stress-ng-cpu',b'stress-ng-cpu',1
1692246009702,24120,0,0,1003682,3999997,b'stress-ng-cpu',b'',1
1692250008707,24120,0,0,3989915,4000012,b'stress-ng-cpu',b'',1
1692254008155,24112,0,0,3991421,3999973,b'stress-ng-cpu',b'',1
1692259008113,24120,0,0,4991885,4000019,b'stress-ng-cpu',b'',1
1692263012400,24120,0,0,3993637,4000010,b'stress-ng-cpu',b'',1
1692268007365,24120,0,0,4986771,3999975,b'stress-ng-cpu',b'',1
1692273010291,24120,0,0,4994987,3999975,b'stress-ng-cpu',b'',1
1692277007227,24120,0,0,3989869,3999985,b'stress-ng-cpu',b'',1
1692281008353,24120,0,0,3993277,4000015,b'stress-ng-cpu',b'',1
1692285008031,24120,0,0,3992424,4000016,b'stress-ng-cpu',b'',1
1692289007998,24120,0,0,3991836,3999992,b'stress-ng-cpu',b'',1
1692293007406,24120,0,0,3992119,3999983,b'stress-ng-cpu',b'',1
1692297007672,24120,0,0,3993511,4000019,b'stress-ng-cpu',b'',1
1692299730035,24120,0,0,2714611,3999975,b'stress-ng-cpu',b'',1
1692299792169,24124,24124,0,19114,4000001,b'stress-ng-aio',b'stress-ng-aio',0
1692299856328,24120,0,0,64159,4000001,b'stress-ng-cpu',b'',1
1692299898880,24119,0,0,10858,3999991,b'stress-ng-aio',b'',0
1692299929740,24121,0,0,10295,4000026,b'stress-ng-aio',b'',0
1692300045377,24120,0,0,94158,4000026,b'stress-ng-cpu',b'',1
1692300239280,24121,0,0,9982,4000016,b'stress-ng-aio',b'',0
1692300315385,24124,0,0,9870,4000016,b'stress-ng-aio',b'',0
1692300392001,24119,0,0,10756,3999988,b'stress-ng-aio',b'',0
1692300416347,24115,0,0,8669,3999988,b'stress-ng-aio',b'',0
1692300430960,24115,0,0,6361,4000005,b'stress-ng-aio',b'',0
1692300449570,24115,0,0,5873,3999996,b'stress-ng-aio',b'',0
1692300462010,24115,0,0,5023,3999996,b'stress-ng-aio',b'',0
1692300478283,24115,0,0,5707,4000001,b'stress-ng-aio',b'',0
1692300490414,24115,0,0,4969,4000001,b'stress-ng-aio',b'',0
1692300506488,24115,0,0,5663,4000006,b'stress-ng-aio',b'',0
1692300518494,24115,0,0,4793,4000006,b'stress-ng-aio',b'',0
1692310167728,24120,0,0,9639159,3999991,b'stress-ng-cpu',b'',1
1692310397686,24120,0,0,203259,3999991,b'stress-ng-cpu',b'',1
1692310446356,24120,0,0,41637,4000017,b'stress-ng-cpu',b'',1
1692310503290,24120,0,0,45278,4000017,b'stress-ng-cpu',b'',1
1692310555925,24120,0,0,42033,3999984,b'stress-ng-cpu',b'',1
1692310599288,24120,0,0,34030,3999984,b'stress-ng-cpu',b'',1
1692310643588,24120,0,0,34909,4000010,b'stress-ng-cpu',b'',1
1692385199993,24120,0,0,74544710,3999989,b'stress-ng-cpu',b'',1
1692385223304,24120,0,0,8364,3999989,b'stress-ng-cpu',b'',1
1692385371234,24125,0,0,15659,3999996,b'stress-ng-aio',b'',0
1692385550438,24125,0,0,8953,4000015,b'stress-ng-aio',b'',0
1692385589024,24125,0,0,7827,3999982,b'stress-ng-aio',b'',0
1692385673499,24113,0,0,13938,3999967,b'stress-ng-aio',b'',0
1692385746046,24113,0,0,8478,3999967,b'stress-ng-aio',b'',0
1692389008985,24120,0,0,3249216,4000023,b'stress-ng-cpu',b'',1
1692393007850,24120,0,0,3991522,3999994,b'stress-ng-cpu',b'',1
1692397010404,24120,0,0,3994796,3999987,b'stress-ng-cpu',b'',1
1692402007278,24120,0,0,4988464,4000030,b'stress-ng-cpu',b'',1
1692407007671,24120,0,0,4990603,3999981,b'stress-ng-cpu',b'',1
1692412007099,24120,0,0,4991877,4000006,b'stress-ng-cpu',b'',1
1692415490214,24120,0,0,3474156,4000010,b'stress-ng-cpu',b'',1
1692415713325,24120,0,0,196582,4000010,b'stress-ng-cpu',b'',1
1692415766989,24120,0,0,46281,3999975,b'stress-ng-cpu',b'',1
1692415818321,24120,0,0,37391,3999975,b'stress-ng-cpu',b'',1
1692415869108,24120,0,0,41402,4000017,b'stress-ng-cpu',b'',1
1692415917406,24120,0,0,42638,4000017,b'stress-ng-cpu',b'',1
1692460289839,24120,0,0,44363250,4000004,b'stress-ng-cpu',b'',1
1692460368199,24119,0,0,17017,4000004,b'stress-ng-aio',b'',0
1692460417715,24124,0,0,15821,3999999,b'stress-ng-aio',b'',1
1692460456806,24124,0,0,10988,3999985,b'stress-ng-aio',b'',0
1692460480629,24115,0,0,9274,3999985,b'stress-ng-aio',b'',0
1692460496172,24115,0,0,6604,4000005,b'stress-ng-aio',b'',0
1692460725954,24115,0,0,9445,3999991,b'stress-ng-aio',b'',0
1692460898967,24124,0,0,8850,3999982,b'stress-ng-aio',b'',0
1692460973423,24119,0,0,8946,4000006,b'stress-ng-aio',b'',0
1692460996111,24121,0,0,8155,4000002,b'stress-ng-aio',b'',0
1692461017556,24121,0,0,6842,4000002,b'stress-ng-aio',b'',0
1692461037704,24121,0,0,6190,3999986,b'stress-ng-aio',b'',0
1692461050128,24121,0,0,5067,3999986,b'stress-ng-aio',b'',0
1692461066067,24121,0,0,5562,4000003,b'stress-ng-aio',b'',0
1692461078025,24121,0,0,4841,4000020,b'stress-ng-aio',b'',0
1692461094143,24121,0,0,5679,4000020,b'stress-ng-aio',b'',0
1692461106228,24121,0,0,4976,3999987,b'stress-ng-aio',b'',0
1692461123661,24121,0,0,5764,3999987,b'stress-ng-aio',b'',0
1692461135941,24121,0,0,5044,4000013,b'stress-ng-aio',b'',0
1692461151650,24121,0,0,5537,4000013,b'stress-ng-aio',b'',0
1692461163599,24121,0,0,4882,3999984,b'stress-ng-aio',b'',0
1692461179263,24121,0,0,5601,3999995,b'stress-ng-aio',b'',0
1692461191290,24121,0,0,4929,3999995,b'stress-ng-aio',b'',0
1692461206860,24121,0,0,5543,4000009,b'stress-ng-aio',b'',0
1692461218659,24121,0,0,4764,4000009,b'stress-ng-aio',b'',0
1692461234369,24121,0,0,5716,4000001,b'stress-ng-aio',b'',0
1692461246198,24121,0,0,4807,3999993,b'stress-ng-aio',b'',0
1692461261707,24121,0,0,5521,3999993,b'stress-ng-aio',b'',0
1692461273715,24121,0,0,4836,3999995,b'stress-ng-aio',b'',0
1692461289274,24121,0,0,5571,3999995,b'stress-ng-aio',b'',0
1692461301358,24121,0,0,4951,4000013,b'stress-ng-aio',b'',0
1692461317381,24121,0,0,5560,3999990,b'stress-ng-aio',b'',0
1692461329404,24121,0,0,4975,3999990,b'stress-ng-aio',b'',0
1692461345097,24121,0,0,5525,4000010,b'stress-ng-aio',b'',0
1692461357035,24121,0,0,4815,4000010,b'stress-ng-aio',b'',0
1692461373112,24121,0,0,5615,4000005,b'stress-ng-aio',b'',0
1692461385085,24121,0,0,4853,4000005,b'stress-ng-aio',b'',0
1692461400698,24121,0,0,5577,3999992,b'stress-ng-aio',b'',0
1692461412634,24121,0,0,4827,3999997,b'stress-ng-aio',b'',0
1692461430009,24121,0,0,6144,3999997,b'stress-ng-aio',b'',0
1692461446278,24121,0,0,5062,4000006,b'stress-ng-aio',b'',0
1692464008688,24120,0,0,2552477,4000000,b'stress-ng-cpu',b'',1
1692468007796,24120,0,0,3990805,3999964,b'stress-ng-cpu',b'',1
1692468703085,24120,0,0,688467,3999964,b'stress-ng-cpu',b'',1
1692468858347,24120,0,0,134264,4000034,b'stress-ng-cpu',b'',1
1692468912446,24120,0,0,42212,4000034,b'stress-ng-cpu',b'',1
1692468964771,24120,0,0,45851,4000034,b'stress-ng-cpu',b'',1
1692469014752,24120,0,0,41083,4000000,b'stress-ng-cpu',b'',1
1692469065614,24120,0,0,39782,4000000,b'stress-ng-cpu',b'',1
1692469115633,24120,0,0,40012,3999978,b'stress-ng-cpu',b'',1
1692543728999,24120,0,0,74603495,4000018,b'stress-ng-cpu',b'',1
1692543806042,24125,0,0,13707,3999997,b'stress-ng-aio',b'',0
1692543835380,24113,0,0,10635,3999967,b'stress-ng-aio',b'',0
1692543861888,24120,0,0,19947,3999967,b'stress-ng-cpu',b'',1
1692543911156,24124,0,0,8937,4000025,b'stress-ng-aio',b'',0
1692543926733,24124,0,0,6713,4000002,b'stress-ng-aio',b'',0
