PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
404175,b'stress-ng-aio', 59566445772,99.18,0.82,16307
404184,b'stress-ng-cpu', 49407618358,68.50,31.50,4871797
404186,b'stress-ng-cpu', 51484137977,56.80,43.20,3951499
404191,b'stress-ng-aio', 47065130646,98.17,1.83,11482
404187,b'stress-ng-aio', 58944400548,99.33,0.67,12534
404185,b'stress-ng-aio', 50954356629,99.53,0.47,20414
404189,b'stress-ng-aio', 59559200089,98.58,1.42,16720
404173,b'stress-ng-aio', 59566623708,98.94,1.06,10635
404195,b'stress-ng-aio', 59780055883,98.97,1.03,14739
404181,b'stress-ng-aio', 59566400799,99.34,0.66,10632
404182,b'stress-ng-cpu', 55394992038,65.80,34.20,3133426
404183,b'stress-ng-aio', 59573017704,98.97,1.03,13135
404179,b'stress-ng-aio', 48495400656,99.00,1.00,14839
404180,b'stress-ng-cpu', 47753014916,71.65,28.35,6045322
404194,b'stress-ng-cpu', 59417992528,72.46,27.54,6183696
404188,b'stress-ng-cpu', 59291998753,70.15,29.85,5421847
404192,b'stress-ng-cpu', 59555135518,66.23,33.77,3989484
404190,b'stress-ng-cpu', 59563437712,72.04,27.96,5808681
404174,b'stress-ng-cpu', 59568438825,61.40,38.60,3017039
404177,b'stress-ng-aio', 59566210437,98.95,1.05,21522
404178,b'stress-ng-cpu', 59350790230,70.91,29.09,5371697
404176,b'stress-ng-cpu', 59346989742,69.50,30.50,5195215
404196,b'stress-ng-cpu', 59559997011,70.26,29.74,5090513
404193,b'stress-ng-aio', 59562312134,99.02,0.98,12498
