PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
24109,b'stress-ng-aio', 49033074728,98.66,1.34,8379
24105,b'stress-ng-aio', 46581424943,97.83,2.17,7191
24120,b'stress-ng-cpu', 49180999095,61.52,38.48,3894949
24112,b'stress-ng-cpu', 46369997858,62.46,37.54,3402422
24125,b'stress-ng-aio', 49025273827,98.35,1.65,9066
24124,b'stress-ng-aio', 46565560986,96.79,3.21,12174
24115,b'stress-ng-aio', 38757465437,97.78,2.22,8716
24119,b'stress-ng-aio', 48344167346,98.13,1.87,8791
24121,b'stress-ng-aio', 49027106435,96.16,3.84,8956
24113,b'stress-ng-aio', 44244612146,98.51,1.49,7248
24114,b'stress-ng-cpu', 30292998166,67.53,32.47,3995018
24116,b'stress-ng-cpu', 42885996362,41.65,58.35,535607
24107,b'stress-ng-aio', 49024120688,96.82,3.18,9577
24111,b'stress-ng-aio', 49033859879,98.22,1.78,7006
24106,b'stress-ng-cpu', 45848781093,59.67,40.33,3342120
24122,b'stress-ng-aio', 44334003017,98.46,1.54,7562
24110,b'stress-ng-cpu', 28813996326,72.75,27.25,3444046
24128,b'stress-ng-cpu', 46966006217,64.52,35.48,3307382
24126,b'stress-ng-cpu', 20549996565,73.29,26.71,4613055
24127,b'stress-ng-cpu', 46223999213,68.80,31.20,4200657
24108,b'stress-ng-cpu', 49177837537,58.30,41.70,1775555
24118,b'stress-ng-cpu', 40133984467,69.55,30.45,4378415
24123,b'stress-ng-cpu', 41463999089,57.01,42.99,3014132
24117,b'stress-ng-aio', 45824594810,98.29,1.71,9856
