PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
411484,b'stress-ng-aio', 59769651171,99.83,0.17,2040666
411483,b'stress-ng-cpu', 59751988595,76.33,23.67,7807466
411493,b'stress-ng-cpu', 59766982962,75.72,24.28,7486394
411505,b'stress-ng-cpu', 59783986201,75.89,24.11,7895565
411499,b'stress-ng-cpu', 59781987256,76.13,23.87,6954583
411497,b'stress-ng-cpu', 59778459890,76.12,23.88,7280622
411498,b'stress-ng-cpu', 59772991251,76.39,23.61,7155160
411501,b'stress-ng-cpu', 59755984237,75.28,24.72,7634972
411492,b'stress-ng-aio', 59768017775,99.84,0.16,2388349
411491,b'stress-ng-aio', 59768800419,99.85,0.15,2392442
411488,b'stress-ng-cpu', 59780785511,75.87,24.13,8174622
411490,b'stress-ng-cpu', 59774982222,75.82,24.18,7248625
411500,b'stress-ng-cpu', 59767986594,75.98,24.02,7157852
411486,b'stress-ng-aio', 59769528498,99.83,0.17,2519027
411489,b'stress-ng-aio', 59769260761,99.84,0.16,2387522
411495,b'stress-ng-cpu', 59781988485,75.50,24.50,7409353
411485,b'stress-ng-cpu', 59785987650,75.13,24.87,8304086
411504,b'stress-ng-cpu', 59784123389,76.52,23.48,6367567
411506,b'stress-ng-cpu', 59769891156,75.56,24.44,6812472
411494,b'stress-ng-cpu', 59773985024,75.71,24.29,7098117
411496,b'stress-ng-cpu', 59767976476,75.72,24.28,7693821
411503,b'stress-ng-cpu', 59778486691,76.04,23.96,6827134
411502,b'stress-ng-cpu', 59768987859,75.94,24.06,6888512
411487,b'stress-ng-aio', 59711879788,99.85,0.15,2209611
