PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
265198,b'stress-ng-cpu', 59539092397,50.97,49.03,260851
265203,b'stress-ng-aio', 59540430927,99.96,0.04,153128
265197,b'stress-ng-aio', 59659851778,99.95,0.05,153949
265204,b'stress-ng-cpu', 59530000033,47.86,52.14,253391
265201,b'stress-ng-aio', 59272901300,99.96,0.04,156028
265200,b'stress-ng-cpu', 59506191692,48.56,51.44,253953
265199,b'stress-ng-aio', 59540272899,99.95,0.05,165237
265202,b'stress-ng-cpu', 59539888045,46.43,53.57,239056
265205,b'stress-ng-aio', 59509143696,99.95,0.05,163259
265207,b'stress-ng-aio', 59539972101,99.96,0.04,150675
265206,b'stress-ng-cpu', 59529997576,48.04,51.96,247563
265211,b'stress-ng-aio', 59366071491,99.95,0.05,151477
265209,b'stress-ng-aio', 59365990491,99.96,0.04,158365
265208,b'stress-ng-cpu', 59535077128,47.20,52.80,263419
265213,b'stress-ng-aio', 59656308018,99.95,0.05,154813
265217,b'stress-ng-aio', 59656302992,99.96,0.04,159743
265215,b'stress-ng-aio', 59505939590,99.96,0.04,158922
265218,b'stress-ng-aio', 59656331759,99.95,0.05,164347
265220,b'stress-ng-aio', 59363960705,99.95,0.05,151276
265210,b'stress-ng-aio', 59656471877,99.95,0.05,152087
265212,b'stress-ng-aio', 59364116989,99.96,0.04,162107
265214,b'stress-ng-aio', 59147021743,99.95,0.05,154441
265216,b'stress-ng-aio', 59381189598,99.95,0.05,167682
265219,b'stress-ng-aio', 59656259090,99.96,0.04,162594
