PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
275833,b'stress-ng-cpu', 59843996972,79.67,20.33,62525324
275835,b'stress-ng-cpu', 59854487033,79.55,20.45,62655254
275836,b'stress-ng-cpu', 59845983912,79.65,20.35,62643648
275837,b'stress-ng-cpu', 59869724260,79.71,20.29,62477179
275834,b'stress-ng-cpu', 59873984619,79.55,20.45,62567131
275838,b'stress-ng-cpu', 59782999176,79.59,20.41,62550773
275855,b'stress-ng-cpu', 59854881721,79.73,20.27,62308356
275846,b'stress-ng-cpu', 59867225394,79.42,20.58,62556916
275841,b'stress-ng-cpu', 59846492070,79.77,20.23,62760137
275848,b'stress-ng-cpu', 59806000683,79.63,20.37,62795579
275854,b'stress-ng-cpu', 59866345894,79.43,20.57,62584227
275842,b'stress-ng-cpu', 59827988579,79.67,20.33,62617658
275839,b'stress-ng-cpu', 59827000154,79.61,20.39,62733855
275844,b'stress-ng-cpu', 59823714062,79.59,20.41,62582955
275853,b'stress-ng-cpu', 59804998244,79.77,20.23,62558080
275845,b'stress-ng-cpu', 59823213874,79.66,20.34,62555126
275856,b'stress-ng-cpu', 59764988203,79.77,20.23,62408853
275852,b'stress-ng-cpu', 59821559181,79.70,20.30,62726584
275849,b'stress-ng-cpu', 59743990813,79.60,20.40,62565872
275851,b'stress-ng-cpu', 59764013879,79.73,20.27,62581445
275847,b'stress-ng-cpu', 59804001282,79.67,20.33,62559321
275843,b'stress-ng-cpu', 59702001951,79.63,20.37,62585577
275850,b'stress-ng-cpu', 59741000230,79.58,20.42,62660643
275840,b'stress-ng-cpu', 59698995943,79.68,20.32,62732792
