stressor,bogo_ops,real_time,usr_time,sys_time,bogo_ops_real_time,bogo_ops_usr_sys_time,cpu_used_per_instance,rss_max
cpu,394036.0,60.01,359.82,0.05,6566.43,1094.95,24.99,3808.0
