timestamp_ns,pid,prev_pid,cpu,duration_ns,state,comm,kernel_stack,user_stack,next_pid,next_comm
3385551009970,46620,46642,0,2987306,0,b'stress-ng-cpu',,,0,b''
3385554007207,46620,46638,0,2996295,0,b'stress-ng-cpu',,,0,b''
3385556006747,46638,46626,0,1995820,0,b'stress-ng-cpu',,,0,b''
3385559008377,46620,46624,0,2991936,0,b'stress-ng-cpu',,,0,b''
3385562008719,46640,46622,0,3000180,0,b'stress-ng-cpu',,,0,b''
3385564013744,46624,46630,0,2006045,0,b'stress-ng-cpu',,,0,b''
3385565007908,46642,46624,0,2999924,0,b'stress-ng-cpu',,,0,b''
3385566015884,46620,46642,0,3009169,0,b'stress-ng-cpu',,,0,b''
3385568008186,46632,46620,0,4001191,0,b'stress-ng-cpu',,,0,b''
3385571008809,46626,46622,0,3000111,0,b'stress-ng-cpu',,,0,b''
3385572006800,46634,46626,0,2998201,0,b'stress-ng-cpu',,,0,b''
3385574007202,46640,46634,0,3997571,0,b'stress-ng-cpu',,,0,b''
3385576008151,46638,46640,0,3998456,0,b'stress-ng-cpu',,,0,b''
3385578013553,46630,46638,0,5005833,0,b'stress-ng-cpu',,,0,b''
3385581005604,46638,46630,0,5997854,0,b'stress-ng-cpu',,,0,b''
3385584009338,46640,46626,0,3001814,0,b'stress-ng-cpu',,,0,b''
3385586008096,46636,46640,0,5000488,0,b'stress-ng-cpu',,,0,b''
3385593008588,46640,46620,0,6999822,0,b'stress-ng-cpu',,,0,b''
3385594006374,46638,46640,0,3999670,0,b'stress-ng-cpu',,,0,b''
3385597006884,46622,46638,0,4999959,0,b'stress-ng-cpu',,,0,b''
3385600007699,46622,46634,0,4000488,0,b'stress-ng-cpu',,,0,b''
3385602006423,46624,46622,0,2994215,0,b'stress-ng-cpu',,,0,b''
3385603006860,46630,46624,0,2997882,0,b'stress-ng-cpu',,,0,b''
3385607007422,46642,46624,0,2001036,0,b'stress-ng-cpu',,,0,b''
3385608006304,46630,46642,0,1994257,0,b'stress-ng-cpu',,,0,b''
3385614006547,46634,46632,0,4999458,0,b'stress-ng-cpu',,,0,b''
3385616010624,46632,46634,0,6003695,0,b'stress-ng-cpu',,,0,b''
3385619007813,46630,46632,0,5001266,0,b'stress-ng-cpu',,,0,b''
3385622011628,46632,46630,0,5003267,0,b'stress-ng-cpu',,,0,b''
3385625007094,46628,46632,0,5999281,0,b'stress-ng-cpu',,,0,b''
3385628007325,46640,46628,0,4999056,0,b'stress-ng-cpu',,,0,b''
3385630007586,46620,46640,0,3999891,0,b'stress-ng-cpu',,,0,b''
3385637007280,46622,46638,0,4998834,0,b'stress-ng-cpu',,,0,b''
3385640007364,46632,46640,0,2001435,0,b'stress-ng-cpu',,,0,b''
3385641006712,46642,46632,0,2000255,0,b'stress-ng-cpu',,,0,b''
3385643006885,46628,46642,0,4000060,0,b'stress-ng-cpu',,,0,b''
3385646008610,46632,46628,0,6002200,0,b'stress-ng-cpu',,,0,b''
3385647008403,46638,46632,0,2001513,0,b'stress-ng-cpu',,,0,b''
3385649009511,46626,46638,0,4004141,0,b'stress-ng-cpu',,,0,b''
3385651009345,46630,46626,0,4001164,0,b'stress-ng-cpu',,,0,b''
3385657007229,46642,46630,0,7997606,0,b'stress-ng-cpu',,,0,b''
3385659007166,46636,46642,0,3999805,0,b'stress-ng-cpu',,,0,b''
3385660006347,46630,46636,0,1999820,0,b'stress-ng-cpu',,,0,b''
3385669006125,46622,46634,0,6998034,0,b'stress-ng-cpu',,,0,b''
3385671006482,46620,46622,0,3999331,0,b'stress-ng-cpu',,,0,b''
3385672005891,46634,46620,0,3000976,0,b'stress-ng-cpu',,,0,b''
3385693007313,46632,46626,0,2000532,0,b'stress-ng-cpu',,,0,b''
3385695007304,46642,46632,0,4000461,0,b'stress-ng-cpu',,,0,b''
3385698007403,46634,46626,0,3000781,0,b'stress-ng-cpu',,,0,b''
3385700005987,46626,46634,0,4998072,0,b'stress-ng-cpu',,,0,b''
3385701006814,46640,46626,0,2999411,0,b'stress-ng-cpu',,,0,b''
3385704007527,46622,46640,0,4999991,0,b'stress-ng-cpu',,,0,b''
3385706006999,46634,46622,0,3999364,0,b'stress-ng-cpu',,,0,b''
3385708005602,46622,46634,0,4000014,0,b'stress-ng-cpu',,,0,b''
3385710005738,46634,46622,0,3998739,0,b'stress-ng-cpu',,,0,b''
3385717007319,46628,46620,0,6999611,0,b'stress-ng-cpu',,,0,b''
3385719005799,46628,46632,0,2000179,0,b'stress-ng-cpu',,,0,b''
3385734007131,46624,46620,0,2001048,0,b'stress-ng-cpu',,,0,b''
3385736007197,46630,46624,0,5000366,0,b'stress-ng-cpu',,,0,b''
