PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
274517,b'stress-ng-aio', 59706160258,99.84,0.16,59531
274519,b'stress-ng-cpu', 59709001676,61.08,38.92,42145083
274516,b'stress-ng-cpu', 59682004391,62.86,37.14,42274841
274518,b'stress-ng-aio', 59727503476,99.84,0.16,62512
274522,b'stress-ng-aio', 59727437383,99.84,0.16,91427
274524,b'stress-ng-aio', 59680375202,99.85,0.15,60442
274526,b'stress-ng-aio', 59727258036,99.86,0.14,74141
274520,b'stress-ng-cpu', 59680001457,61.99,38.01,42031100
274521,b'stress-ng-aio', 59575190850,99.83,0.17,59358
274529,b'stress-ng-cpu', 59710000507,62.94,37.06,41769542
274527,b'stress-ng-cpu', 59714230367,60.31,39.69,40871107
274528,b'stress-ng-cpu', 59685146448,62.58,37.42,42211227
274537,b'stress-ng-cpu', 59702765580,61.59,38.41,41918067
274525,b'stress-ng-cpu', 59661002493,61.38,38.62,41870558
274531,b'stress-ng-cpu', 59679999950,61.03,38.97,41882440
274533,b'stress-ng-cpu', 59706116001,62.06,37.94,41771324
274532,b'stress-ng-cpu', 59700996629,63.57,36.43,41139708
274530,b'stress-ng-cpu', 59666307628,61.47,38.53,41565853
274538,b'stress-ng-cpu', 59670620221,62.48,37.52,41824816
274534,b'stress-ng-cpu', 59598011563,62.18,37.82,41697054
274539,b'stress-ng-cpu', 59575999500,62.60,37.40,41573104
274535,b'stress-ng-cpu', 59644158076,62.85,37.15,41989350
274536,b'stress-ng-cpu', 59617355694,62.49,37.51,41815483
274523,b'stress-ng-cpu', 59645312870,62.72,37.28,41813685
