timestamp_ns,pid,prev_pid,cpu,duration_ns,freq_khz,comm,prev_comm,voluntary
2367597453074,34962,0,0,35326,3999985,b'stress-ng-aio',b'',0
2367599009914,34967,34967,0,1197344,4000009,b'stress-ng-cpu',b'pkill',1
2367603008294,34976,34976,0,3998380,4000008,b'stress-ng-cpu',b'pkill',1
2367607008480,34975,34975,0,4000186,3999999,b'stress-ng-cpu',b'pkill',1
2367611007956,34981,0,0,3999476,4000006,b'stress-ng-cpu',b'',1
2367615010639,34961,34961,0,3819832,4000006,b'stress-ng-cpu',b'stress-ng-cpu',1
2367619008578,34974,34974,0,3997939,4000000,b'stress-ng-cpu',b'stress-ng-aio',1
2367619030288,34970,34970,0,21710,4000015,b'stress-ng-aio',b'stress-ng-aio',0
2367619047976,34964,34964,0,17688,4000000,b'stress-ng-aio',b'stress-ng-aio',0
2367619065731,34973,34973,0,17755,4000011,b'stress-ng-aio',b'stress-ng-aio',0
2367623009009,34961,34961,0,3943278,4000009,b'stress-ng-cpu',b'stress-ng-cpu',1
2367626024415,34963,34963,0,3015406,3999990,b'stress-ng-cpu',b'stress-ng-cpu',1
2367630026443,34961,0,0,4002028,3999992,b'stress-ng-cpu',b'',1
2367634007237,34963,34963,0,3939100,4000013,b'stress-ng-cpu',b'stress-ng-cpu',1
2367638008355,34974,34974,0,4001118,3999991,b'stress-ng-cpu',b'stress-ng-cpu',1
2367642012383,34982,34982,0,4004028,4000003,b'stress-ng-cpu',b'stress-ng-cpu',1
2367646007713,34967,34967,0,3995330,3999980,b'stress-ng-cpu',b'stress-ng-cpu',1
2367650007922,34972,34972,0,4000209,4000008,b'stress-ng-cpu',b'stress-ng-cpu',1
2367654006775,34965,34965,0,3998853,4000008,b'stress-ng-cpu',b'stress-ng-cpu',1
2367658008791,34967,34967,0,4002016,4000001,b'stress-ng-cpu',b'stress-ng-cpu',1
2367661006962,34976,0,0,2998171,3999983,b'stress-ng-cpu',b'',1
2367662006879,34963,0,0,969799,4000000,b'stress-ng-cpu',b'',1
2367666006349,34961,34961,0,3983909,3999998,b'stress-ng-cpu',b'stress-ng-cpu',1
2367670007636,34967,34967,0,4001287,4000007,b'stress-ng-cpu',b'stress-ng-cpu',1
2367674007323,34975,34975,0,3999687,3999995,b'stress-ng-cpu',b'stress-ng-cpu',1
2367678007617,34963,34963,0,4000294,4000014,b'stress-ng-cpu',b'stress-ng-cpu',1
2367680007532,34961,34961,0,1999915,3999973,b'stress-ng-cpu',b'stress-ng-cpu',1
2367684007261,34963,34963,0,3999729,4000017,b'stress-ng-cpu',b'stress-ng-cpu',1
2367688008701,34961,34961,0,4001440,3999998,b'stress-ng-cpu',b'stress-ng-cpu',1
2367692010524,34976,34976,0,4001823,4000007,b'stress-ng-cpu',b'stress-ng-cpu',1
2367696008473,34963,34963,0,3997949,3999986,b'stress-ng-cpu',b'stress-ng-cpu',1
2367700008184,34984,34984,0,3999711,4000005,b'stress-ng-cpu',b'stress-ng-cpu',1
2367704009465,34961,34961,0,4001281,3999990,b'stress-ng-cpu',b'stress-ng-cpu',1
2367708008269,34983,34983,0,3998804,4000008,b'stress-ng-cpu',b'stress-ng-cpu',1
2367710007213,34963,0,0,1998944,4000008,b'stress-ng-cpu',b'',1
2367714010767,34963,34963,0,3983644,4000004,b'stress-ng-cpu',b'stress-ng-cpu',1
2367718016399,34971,34971,0,4005632,4000022,b'stress-ng-cpu',b'stress-ng-cpu',1
2367722008932,34977,34977,0,3992533,4000005,b'stress-ng-cpu',b'stress-ng-cpu',1
2367726009054,34979,34979,0,4000122,4000015,b'stress-ng-cpu',b'stress-ng-cpu',1
2367728007405,34982,0,0,1998351,4000015,b'stress-ng-cpu',b'',1
2367729007765,34974,0,0,983808,4000000,b'stress-ng-cpu',b'',1
2367730007518,34972,0,0,982123,4000000,b'stress-ng-cpu',b'',1
2367730043395,34973,34973,0,25085,4000013,b'stress-ng-aio',b'stress-ng-aio',0
2367734008914,34982,0,0,3965519,3999995,b'stress-ng-cpu',b'',1
2367738010654,34971,0,0,3909059,3999997,b'stress-ng-cpu',b'',1
2367742009419,34981,0,0,3987136,4000006,b'stress-ng-cpu',b'',1
2367746011323,34982,0,0,3991692,4000024,b'stress-ng-cpu',b'',1
2367748008509,34976,34976,0,1985475,3999990,b'stress-ng-cpu',b'stress-ng-cpu',1
2367751008023,34969,0,0,2999514,3999991,b'stress-ng-cpu',b'',1
2367755011776,34967,0,0,3991737,3999998,b'stress-ng-cpu',b'',1
2367759009223,34969,34969,0,3988194,4000033,b'stress-ng-cpu',b'stress-ng-cpu',1
2367761010174,34961,0,0,2000951,3999984,b'stress-ng-cpu',b'',1
2367765009861,34972,0,0,3988278,3999996,b'stress-ng-cpu',b'',1
2367769011641,34969,0,0,3992164,3999979,b'stress-ng-cpu',b'',1
2367770009095,34977,0,0,985977,4000021,b'stress-ng-cpu',b'',1
2367771007942,34963,0,0,910378,4000021,b'stress-ng-cpu',b'',1
2367771044807,34964,34964,0,19639,4000007,b'stress-ng-aio',b'stress-ng-aio',0
2367771068095,34966,34966,0,23288,4000005,b'stress-ng-aio',b'stress-ng-aio',0
2367775008870,34980,0,0,3940775,3999997,b'stress-ng-cpu',b'',1
2367779010565,34961,34961,0,3975382,3999983,b'stress-ng-cpu',b'stress-ng-cpu',1
2367783008087,34978,0,0,3997522,3999989,b'stress-ng-cpu',b'',1
2367787008838,34961,34961,0,3989032,4000020,b'stress-ng-cpu',b'stress-ng-cpu',1
2367791009581,34982,34982,0,4000743,3999989,b'stress-ng-cpu',b'stress-ng-cpu',1
2367795008946,34972,34972,0,3999365,3999991,b'stress-ng-cpu',b'stress-ng-cpu',1
2367799007312,34965,34965,0,3998366,3999994,b'stress-ng-cpu',b'stress-ng-cpu',1
2367803009023,34972,34972,0,4001711,4000007,b'stress-ng-cpu',b'stress-ng-cpu',1
2367807008073,34963,34963,0,3999050,4000008,b'stress-ng-cpu',b'stress-ng-cpu',1
2367811017766,34972,34972,0,4009693,3999996,b'stress-ng-cpu',b'stress-ng-cpu',1
2367815007505,34982,34982,0,3989739,3999991,b'stress-ng-cpu',b'stress-ng-cpu',1
2367818007616,34972,0,0,3000111,4000017,b'stress-ng-cpu',b'',1
