timestamp_ns,pid,cpu,duration_ns,state,comm,kernel_stack,user_stack,wait_type,next_pid
36240845419261,407792,0,1206799,0,b'stress-ng-aio',,,0,0
36240845954856,407784,0,1022559,0,b'stress-ng-aio',,,0,0
36240845978998,407794,0,1078999,0,b'stress-ng-aio',,,0,0
36240845997078,407786,0,1138872,0,b'stress-ng-aio',,,0,0
36240846205046,407785,0,1643675,0,b'stress-ng-aio',,,0,0
36240917878416,407774,0,71684117,0,b'stress-ng-aio',,,0,0
36240917908549,407784,0,71735705,0,b'stress-ng-aio',,,0,0
36240917940766,407793,0,71961768,0,b'stress-ng-aio',,,0,0
36240917988760,407778,0,220802,0,b'stress-ng-aio',,,0,0
36240918245414,407774,0,366998,0,b'stress-ng-aio',,,0,0
36241001060054,407787,0,155305707,0,b'stress-ng-aio',,,0,0
36241001124158,407794,0,154901318,0,b'stress-ng-aio',,,0,0
36241001188915,407774,0,154267834,0,b'stress-ng-aio',,,0,0
36241001719979,407786,0,534742,0,b'stress-ng-aio',,,0,0
36241001738657,407783,0,516242,0,b'stress-ng-aio',,,0,0
36241001764034,407774,0,605250,0,b'stress-ng-aio',,,0,0
36241001785466,407771,0,579039,0,b'stress-ng-aio',,,0,0
36241001803287,407777,0,606040,0,b'stress-ng-aio',,,0,0
36241001819407,407780,0,748704,0,b'stress-ng-aio',,,0,0
36241139372732,407780,0,137634075,0,b'stress-ng-aio',,,0,0
36241139392538,407772,0,137556541,0,b'stress-ng-aio',,,0,0
36241139417030,407782,0,137589208,0,b'stress-ng-aio',,,0,0
36241139886297,407781,0,493759,0,b'stress-ng-aio',,,0,0
36241139902540,407793,0,547024,0,b'stress-ng-aio',,,0,0
36241251862251,407788,0,250042844,0,b'stress-ng-aio',,,0,0
36241251876355,407787,0,250063039,0,b'stress-ng-aio',,,0,0
36241289341303,407794,0,37464948,0,b'stress-ng-aio',,,0,0
36241289497327,407781,0,149820769,0,b'stress-ng-aio',,,0,0
36241289519307,407777,0,149616767,0,b'stress-ng-aio',,,0,0
36241389987426,407793,0,250147503,0,b'stress-ng-aio',,,0,0
36241390035798,407782,0,250115788,0,b'stress-ng-aio',,,0,0
