timestamp_ns,pid,prev_pid,cpu,latency_ns,enqueue_ts_ns,dequeue_ts_ns,comm,prev_comm,enqueue_type
38342305577555,431788,0,0,498958,38342305078597,38342305577555,b'stress-ng-aio',b'swapper/0',2
38342305689059,431806,0,0,458381,38342305230678,38342305689059,b'stress-ng-aio',b'swapper/0',2
38342305729051,431805,0,0,506898,38342305222153,38342305729051,b'stress-ng-aio',b'swapper/0',2
38342305769649,431799,0,0,582417,38342305187232,38342305769649,b'stress-ng-aio',b'swapper/0',2
38342305884500,431807,431826,0,645478,38342305239022,38342305884500,b'stress-ng-aio',b'stress-ng-aio',2
38342305917192,431808,431807,0,659451,38342305257741,38342305917192,b'stress-ng-aio',b'stress-ng-aio',2
38342305947405,431790,431808,0,684735,38342305262670,38342305947405,b'stress-ng-aio',b'stress-ng-aio',2
38342305971009,431809,0,0,263199,38342305707810,38342305971009,b'stress-ng-aio',b'swapper/0',2
38342306075105,431788,0,0,473717,38342305601388,38342306075105,b'stress-ng-aio',b'swapper/0',2
38342306426768,431809,431826,0,156761,38342306270007,38342306426768,b'stress-ng-aio',b'stress-ng-aio',2
38342306442169,431794,431809,0,193126,38342306249043,38342306442169,b'stress-ng-aio',b'stress-ng-aio',2
38342306461603,431788,431794,0,153550,38342306308053,38342306461603,b'stress-ng-aio',b'stress-ng-aio',2
38342306485934,431795,431788,0,234998,38342306250936,38342306485934,b'stress-ng-aio',b'stress-ng-aio',2
38342307198847,431797,0,0,95589,38342307103258,38342307198847,b'stress-ng-aio',b'swapper/0',2
38342309243464,431786,0,0,2008372,38342307235092,38342309243464,b'stress-ng-aio',b'swapper/0',2
38342392829567,431788,0,0,21034,38342392808533,38342392829567,b'stress-ng-aio',b'swapper/0',2
38342393103093,431789,0,0,140576,38342392962517,38342393103093,b'stress-ng-aio',b'swapper/0',2
38342393130726,431795,0,0,100562,38342393030164,38342393130726,b'stress-ng-aio',b'swapper/0',2
38342393675393,431795,0,0,350495,38342393324898,38342393675393,b'stress-ng-aio',b'swapper/0',2
38342395102433,431791,0,0,998901,38342394103532,38342395102433,b'stress-ng-aio',b'swapper/0',2
38342539922279,431786,0,0,150796,38342539771483,38342539922279,b'stress-ng-aio',b'swapper/0',2
38342539960722,431809,0,0,107726,38342539852996,38342539960722,b'stress-ng-aio',b'swapper/0',2
38342539991556,431806,0,0,79531,38342539912025,38342539991556,b'stress-ng-aio',b'swapper/0',2
38342566583818,431792,0,0,25261,38342566558557,38342566583818,b'stress-ng-aio',b'swapper/0',2
38342589126381,431797,431813,0,168487,38342588957894,38342589126381,b'stress-ng-aio',b'stress-ng-aio',2
