PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
277344,b'stress-ng-aio', 59507043608,99.59,0.41,38586
277350,b'stress-ng-aio', 59507115850,99.59,0.41,36822
277341,b'stress-ng-aio', 59663418559,99.49,0.51,43748
277348,b'stress-ng-aio', 59407211030,99.60,0.40,34648
277347,b'stress-ng-aio', 59506981016,99.45,0.55,42785
277346,b'stress-ng-aio', 59507027610,99.50,0.50,40192
277330,b'stress-ng-aio', 59663793524,99.53,0.47,39171
277336,b'stress-ng-aio', 59257250605,99.58,0.42,37610
277337,b'stress-ng-aio', 59507037278,99.54,0.46,33829
277352,b'stress-ng-aio', 59098439933,99.57,0.43,43694
277351,b'stress-ng-aio', 59663345849,99.55,0.45,39299
277335,b'stress-ng-aio', 59663410270,99.52,0.48,40207
277349,b'stress-ng-aio', 58998895026,99.48,0.52,36652
277342,b'stress-ng-aio', 59506725801,99.36,0.64,36639
277331,b'stress-ng-aio', 59663572359,99.48,0.52,36052
277332,b'stress-ng-aio', 59407205036,99.62,0.38,43377
277343,b'stress-ng-aio', 59663380747,99.37,0.63,37919
277345,b'stress-ng-aio', 59663330383,99.48,0.52,38791
277334,b'stress-ng-aio', 59645696843,99.57,0.43,41264
277333,b'stress-ng-aio', 59663637776,99.53,0.47,35837
277329,b'stress-ng-aio', 59406876866,99.51,0.49,44613
277340,b'stress-ng-aio', 59098301800,99.45,0.55,41650
277338,b'stress-ng-aio', 59406689909,99.57,0.43,45687
277339,b'stress-ng-aio', 59406926562,99.59,0.41,41289
