PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
402954,b'stress-ng-aio', 59904215660,99.62,0.38,8101
402959,b'stress-ng-cpu', 59833514918,64.43,35.57,115314
402964,b'stress-ng-aio', 59901764417,99.60,0.40,9729
402970,b'stress-ng-aio', 59833079829,99.46,0.54,9502
402971,b'stress-ng-aio', 59901571585,99.30,0.70,10265
402951,b'stress-ng-cpu', 59829513892,61.13,38.87,109551
402962,b'stress-ng-aio', 59904490140,99.18,0.82,8430
402967,b'stress-ng-aio', 59904389951,99.37,0.63,9547
402952,b'stress-ng-aio', 59835973548,99.44,0.56,8284
402953,b'stress-ng-cpu', 59150320201,32.23,67.77,87909
402956,b'stress-ng-aio', 59904491601,99.53,0.47,7406
402960,b'stress-ng-aio', 59835833253,99.47,0.53,11137
402966,b'stress-ng-aio', 59904486990,99.56,0.44,9771
402973,b'stress-ng-aio', 59835565366,99.46,0.54,10406
402969,b'stress-ng-aio', 59835361886,99.54,0.46,10701
402963,b'stress-ng-aio', 59903702500,99.45,0.55,9936
402965,b'stress-ng-aio', 59904519224,99.48,0.52,8291
402958,b'stress-ng-aio', 59831971848,99.60,0.40,8150
402955,b'stress-ng-cpu', 59755502259,57.96,42.04,105292
402961,b'stress-ng-cpu', 59832509172,61.92,38.08,121992
402972,b'stress-ng-aio', 59832210286,99.55,0.45,10564
402957,b'stress-ng-cpu', 59835972595,40.30,59.70,94068
402974,b'stress-ng-aio', 59714138707,99.57,0.43,7327
402968,b'stress-ng-aio', 59835689976,99.58,0.42,8710
