PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
36218,b'stress-ng-cpu', 59001998720,79.84,20.16,10741225
36222,b'stress-ng-cpu', 58853998127,79.82,20.18,8857319
36216,b'stress-ng-cpu', 58963996613,79.80,20.20,12259662
36226,b'stress-ng-cpu', 58896000699,79.12,20.88,14514987
36237,b'stress-ng-cpu', 58940001445,80.27,19.73,9608696
36234,b'stress-ng-cpu', 58972001667,79.16,20.84,17813974
36223,b'stress-ng-cpu', 58974998119,80.07,19.93,11342298
36221,b'stress-ng-cpu', 58788996764,80.20,19.80,11852545
36227,b'stress-ng-cpu', 58776010311,79.97,20.03,9507328
36236,b'stress-ng-cpu', 58983001727,79.89,20.11,11350819
36228,b'stress-ng-cpu', 58759001091,79.17,20.83,19150090
36220,b'stress-ng-cpu', 58459995273,79.78,20.22,13250891
36217,b'stress-ng-cpu', 58885990439,79.83,20.17,13398517
36225,b'stress-ng-cpu', 58950000385,80.10,19.90,8116158
36239,b'stress-ng-cpu', 58929987689,80.28,19.72,8751371
36235,b'stress-ng-cpu', 58989999611,80.31,19.69,7818375
36224,b'stress-ng-cpu', 58941988385,80.33,19.67,10528310
36231,b'stress-ng-cpu', 58946001631,80.20,19.80,9684550
36229,b'stress-ng-cpu', 58863999328,79.15,20.85,17710101
36230,b'stress-ng-cpu', 58966001700,79.95,20.05,11640507
36219,b'stress-ng-cpu', 58989985756,79.39,20.61,12503534
36233,b'stress-ng-cpu', 58969998629,79.83,20.17,14422912
36238,b'stress-ng-cpu', 58661991428,80.63,19.37,8217698
36232,b'stress-ng-cpu', 58847990958,79.78,20.22,13983058
