PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
45393,b'stress-ng-aio', 58232842037,99.94,0.06,498203
45385,b'stress-ng-aio', 58232585029,99.95,0.05,519573
45373,b'stress-ng-aio', 58074713689,99.95,0.05,540886
45378,b'stress-ng-cpu', 55628133186,26.41,73.59,243663
45387,b'stress-ng-aio', 58232650013,99.95,0.05,498803
45392,b'stress-ng-aio', 56539416387,99.95,0.05,563525
45384,b'stress-ng-aio', 55946553400,99.95,0.05,527338
45372,b'stress-ng-cpu', 58296000335,33.84,66.16,242775
45370,b'stress-ng-cpu', 58015063190,30.64,69.36,255002
45374,b'stress-ng-cpu', 57955035934,29.85,70.15,245612
45380,b'stress-ng-cpu', 54476106764,27.12,72.88,257086
45388,b'stress-ng-aio', 57359584516,99.96,0.04,545158
45371,b'stress-ng-aio', 58232170101,99.96,0.04,560244
45375,b'stress-ng-aio', 58074955592,99.94,0.06,513803
45379,b'stress-ng-aio', 58075029886,99.95,0.05,554518
45391,b'stress-ng-aio', 56911905246,99.96,0.04,542975
45376,b'stress-ng-cpu', 56813998453,27.26,72.74,253778
45386,b'stress-ng-aio', 55946499529,99.95,0.05,512721
45394,b'stress-ng-aio', 58074861233,99.96,0.04,522620
45369,b'stress-ng-aio', 58074822534,99.96,0.04,588641
45390,b'stress-ng-aio', 58074749416,99.95,0.05,505903
45377,b'stress-ng-aio', 58074716308,99.95,0.05,517451
45383,b'stress-ng-aio', 58074770445,99.95,0.05,494379
45381,b'stress-ng-aio', 58232360163,99.96,0.04,534044
