PID, Comm, Completion Time (ns), Off CPU PCT, ON CPU PCT, AVG RESPONSE TIME (ns)
26633,b'stress-ng-aio', 23632006857,93.59,6.41,4926
26638,b'stress-ng-cpu', 53855780929,73.99,26.01,9061151
26643,b'stress-ng-aio', 42415780587,96.67,3.33,7804
26646,b'stress-ng-cpu', 33331999664,77.28,22.72,8148383
26642,b'stress-ng-cpu', 53854005104,75.70,24.30,8693018
26629,b'stress-ng-cpu', 47991833150,80.01,19.99,10713776
26649,b'stress-ng-cpu', 53834001957,79.56,20.44,11249927
26644,b'stress-ng-cpu', 38111000954,81.65,18.35,12412807
26636,b'stress-ng-aio', 21946611800,94.63,5.37,5885
26648,b'stress-ng-cpu', 35913002010,69.00,31.00,7748246
26631,b'stress-ng-cpu', 53852841140,76.95,23.05,10189878
26635,b'stress-ng-cpu', 47739999833,77.74,22.26,9264376
26650,b'stress-ng-cpu', 40924001701,64.44,35.56,5741973
26627,b'stress-ng-cpu', 36209001566,79.51,20.49,10332081
26628,b'stress-ng-cpu', 42548999873,79.25,20.75,10104755
26632,b'stress-ng-cpu', 53843001425,79.99,20.01,10280328
26645,b'stress-ng-cpu', 52184002313,76.40,23.60,9143148
26647,b'stress-ng-cpu', 47518999573,82.53,17.47,12995357
26634,b'stress-ng-cpu', 42081995111,78.60,21.40,9543528
26630,b'stress-ng-cpu', 35182794217,73.58,26.42,8142799
26637,b'stress-ng-aio', 42415794828,85.93,14.07,6328
26639,b'stress-ng-aio', 23466198238,96.23,3.77,6750
26641,b'stress-ng-aio', 23545026371,96.83,3.17,5586
26640,b'stress-ng-cpu', 47520996512,78.88,21.12,10082850
