timestamp_ns,pid,prev_pid,cpu,latency_ns,enqueue_ts_ns,dequeue_ts_ns,comm,prev_comm,enqueue_type
79393157963773,263869,0,3,6307,79393157957466,79393157963773,b'stress-ng-aio',b'swapper/3',2
79393158207657,263874,263869,3,155733,79393158051924,79393158207657,b'stress-ng-aio',b'stress-ng-aio',2
79393158338476,263875,263874,3,282077,79393158056399,79393158338476,b'stress-ng-aio',b'stress-ng-aio',2
79393158472122,263873,263875,3,425393,79393158046729,79393158472122,b'stress-ng-aio',b'stress-ng-aio',2
79393158603701,263890,263873,3,457416,79393158146285,79393158603701,b'stress-ng-aio',b'stress-ng-aio',2
79393157994377,263870,0,4,4918,79393157989459,79393157994377,b'stress-ng-aio',b'swapper/4',2
79393158210514,263883,263870,4,98283,79393158112231,79393158210514,b'stress-ng-aio',b'stress-ng-aio',2
79393158345308,263876,263883,4,284270,79393158061038,79393158345308,b'stress-ng-aio',b'stress-ng-aio',2
79393158479926,263871,263876,4,385245,79393158094681,79393158479926,b'stress-ng-aio',b'stress-ng-aio',2
79393158578467,263880,263871,4,486681,79393158091786,79393158578467,b'stress-ng-aio',b'stress-ng-aio',2
79393158714289,263888,263880,4,578030,79393158136259,79393158714289,b'stress-ng-aio',b'stress-ng-aio',2
79393158022923,263871,263765,0,28122,79393157994801,79393158022923,b'stress-ng-aio',b'stress-ng',2
79393158098113,263872,263765,0,98627,79393157999486,79393158098113,b'stress-ng-aio',b'stress-ng',2
79393158234806,263879,263872,0,159691,79393158075115,79393158234806,b'stress-ng-aio',b'stress-ng-aio',2
79393158363469,263878,263879,0,293070,79393158070399,79393158363469,b'stress-ng-aio',b'stress-ng-aio',2
79393158488350,263877,263878,0,422952,79393158065398,79393158488350,b'stress-ng-aio',b'stress-ng-aio',2
79393158617687,263892,263877,0,461850,79393158155837,79393158617687,b'stress-ng-aio',b'stress-ng-aio',2
79393158750049,263891,263892,0,599181,79393158150868,79393158750049,b'stress-ng-aio',b'stress-ng-aio',2
79393158884846,263885,263891,0,762774,79393158122072,79393158884846,b'stress-ng-aio',b'stress-ng-aio',2
79393159017896,263887,263885,0,886325,79393158131571,79393159017896,b'stress-ng-aio',b'stress-ng-aio',2
79393158741256,263889,263890,3,599939,79393158141317,79393158741256,b'stress-ng-aio',b'stress-ng-aio',2
79393158882803,263882,263889,3,775248,79393158107555,79393158882803,b'stress-ng-aio',b'stress-ng-aio',2
79393158846428,263881,263888,4,743969,79393158102459,79393158846428,b'stress-ng-aio',b'stress-ng-aio',2
79393158978352,263886,263881,4,851371,79393158126981,79393158978352,b'stress-ng-aio',b'stress-ng-aio',2
79393159012726,263884,263886,4,895713,79393158117013,79393159012726,b'stress-ng-aio',b'stress-ng-aio',2
79393159569037,263870,263961,0,401261,79393159167776,79393159569037,b'stress-ng-aio',b'stress-ng-aio',2
79393159592914,263876,263870,0,239603,79393159353311,79393159592914,b'stress-ng-aio',b'stress-ng-aio',2
79393159618106,263869,263876,0,546549,79393159071557,79393159618106,b'stress-ng-aio',b'stress-ng-aio',2
79393159958676,263877,263969,0,468323,79393159490353,79393159958676,b'stress-ng-aio',b'stress-ng-aio',2
79393159980316,263880,263877,0,487286,79393159493030,79393159980316,b'stress-ng-aio',b'stress-ng-aio',2
79393160010786,263890,263880,0,335709,79393159675077,79393160010786,b'stress-ng-aio',b'stress-ng-aio',2
79393160043105,263892,263890,0,363663,79393159679442,79393160043105,b'stress-ng-aio',b'stress-ng-aio',2
79393160067492,263888,263892,0,285721,79393159781771,79393160067492,b'stress-ng-aio',b'stress-ng-aio',2
79393160090126,263882,263888,0,196725,79393159893401,79393160090126,b'stress-ng-aio',b'stress-ng-aio',2
79393160114786,263880,263882,0,104000,79393160010786,79393160114786,b'stress-ng-aio',b'stress-ng-aio',2
79393160572712,263871,263961,0,304864,79393160267848,79393160572712,b'stress-ng-aio',b'stress-ng-aio',2
79393160584677,263873,263871,0,219518,79393160365159,79393160584677,b'stress-ng-aio',b'stress-ng-aio',2
79393160793752,263869,263966,0,340600,79393160453152,79393160793752,b'stress-ng-aio',b'stress-ng-aio',2
79393160806370,263892,263869,0,192624,79393160613746,79393160806370,b'stress-ng-aio',b'stress-ng-aio',2
79393160858687,263888,263974,0,139912,79393160718775,79393160858687,b'stress-ng-aio',b'stress-ng-aio',2
79393161112692,263889,263966,0,6799,79393161105893,79393161112692,b'stress-ng-aio',b'stress-ng-aio',2
79393161262849,263882,263973,0,111609,79393161151240,79393161262849,b'stress-ng-aio',b'stress-ng-aio',2
79393161280101,263886,263882,0,50202,79393161229899,79393161280101,b'stress-ng-aio',b'stress-ng-aio',2
79393161320148,263886,0,0,8357,79393161311791,79393161320148,b'stress-ng-aio',b'swapper/0',2
79393161345939,263886,0,0,2791,79393161343148,79393161345939,b'stress-ng-aio',b'swapper/0',2
79393161365723,263886,0,0,2756,79393161362967,79393161365723,b'stress-ng-aio',b'swapper/0',2
79393161388677,263886,0,0,2674,79393161386003,79393161388677,b'stress-ng-aio',b'swapper/0',2
79393159496347,263874,263960,3,316988,79393159179359,79393159496347,b'stress-ng-aio',b'stress-ng-aio',2
79393159526103,263883,263874,3,266105,79393159259998,79393159526103,b'stress-ng-aio',b'stress-ng-aio',2
79393159551879,263879,263883,3,268791,79393159283088,79393159551879,b'stress-ng-aio',b'stress-ng-aio',2
79393159584384,263875,263879,3,295921,79393159288463,79393159584384,b'stress-ng-aio',b'stress-ng-aio',2
79393159611042,263873,263875,3,174360,79393159436682,79393159611042,b'stress-ng-aio',b'stress-ng-aio',2
79393159637725,263886,263873,3,624999,79393159012726,79393159637725,b'stress-ng-aio',b'stress-ng-aio',2
79393160060502,263885,263973,3,179583,79393159880919,79393160060502,b'stress-ng-aio',b'stress-ng-aio',2
79393160087649,263881,263885,3,203694,79393159883955,79393160087649,b'stress-ng-aio',b'stress-ng-aio',2
79393160113922,263887,263881,3,126848,79393159987074,79393160113922,b'stress-ng-aio',b'stress-ng-aio',2
79393160524054,263874,263949,3,382289,79393160141765,79393160524054,b'stress-ng-aio',b'stress-ng-aio',2
79393160538625,263883,263874,3,378039,79393160160586,79393160538625,b'stress-ng-aio',b'stress-ng-aio',2
79393160554859,263879,263883,3,390934,79393160163925,79393160554859,b'stress-ng-aio',b'stress-ng-aio',2
79393160569759,263870,263879,3,304938,79393160264821,79393160569759,b'stress-ng-aio',b'stress-ng-aio',2
79393160783421,263877,263954,3,293213,79393160490208,79393160783421,b'stress-ng-aio',b'stress-ng-aio',2
79393160798316,263880,263877,3,188140,79393160610176,79393160798316,b'stress-ng-aio',b'stress-ng-aio',2
79393160848575,263885,263959,3,132660,79393160715915,79393160848575,b'stress-ng-aio',b'stress-ng-aio',2
79393160862723,263887,263885,3,17995,79393160844728,79393160862723,b'stress-ng-aio',b'stress-ng-aio',2
79393161278434,263887,263974,3,62369,79393161216065,79393161278434,b'stress-ng-aio',b'stress-ng-aio',2
79393159575218,263871,263963,4,183949,79393159391269,79393159575218,b'stress-ng-aio',b'stress-ng-aio',2
79393159600375,263878,263871,4,212372,79393159388003,79393159600375,b'stress-ng-aio',b'stress-ng-aio',2
79393159625780,263872,263878,4,441929,79393159183851,79393159625780,b'stress-ng-aio',b'stress-ng-aio',2
79393160056380,263891,263974,4,253409,79393159802971,79393160056380,b'stress-ng-aio',b'stress-ng-aio',2
79393160084955,263889,263891,4,300539,79393159784416,79393160084955,b'stress-ng-aio',b'stress-ng-aio',2
79393160110243,263884,263889,4,119623,79393159990620,79393160110243,b'stress-ng-aio',b'stress-ng-aio',2
79393160549399,263876,263951,4,171290,79393160378109,79393160549399,b'stress-ng-aio',b'stress-ng-aio',2
79393160564213,263878,263876,4,195733,79393160368480,79393160564213,b'stress-ng-aio',b'stress-ng-aio',2
79393160580617,263875,263878,4,309594,79393160271023,79393160580617,b'stress-ng-aio',b'stress-ng-aio',2
79393160786802,263872,263971,4,322498,79393160464304,79393160786802,b'stress-ng-aio',b'stress-ng-aio',2
79393160801502,263890,263872,4,185384,79393160616118,79393160801502,b'stress-ng-aio',b'stress-ng-aio',2
79393160848022,263891,263955,4,152480,79393160695542,79393160848022,b'stress-ng-aio',b'stress-ng-aio',2
79393161228718,263889,263972,2,73089,79393161155629,79393161228718,b'stress-ng-aio',b'stress-ng-aio',2
79393161245679,263881,263889,2,118881,79393161126798,79393161245679,b'stress-ng-aio',b'stress-ng-aio',2
79393161268931,263884,263881,2,93183,79393161175748,79393161268931,b'stress-ng-aio',b'stress-ng-aio',2
79393311118520,263872,263954,0,74886,79393311043634,79393311118520,b'stress-ng-aio',b'stress-ng-aio',2
79393311140851,263874,263872,0,26215,79393311114636,79393311140851,b'stress-ng-aio',b'stress-ng-aio',2
79393311162592,263875,263874,0,70185,79393311092407,79393311162592,b'stress-ng-aio',b'stress-ng-aio',2
79393311430953,263874,263953,0,69205,79393311361748,79393311430953,b'stress-ng-aio',b'stress-ng-aio',2
79393311452031,263878,263874,0,200529,79393311251502,79393311452031,b'stress-ng-aio',b'stress-ng-aio',2
79393311471538,263873,263878,0,211671,79393311259867,79393311471538,b'stress-ng-aio',b'stress-ng-aio',2
79393311675156,263869,263949,0,67773,79393311607383,79393311675156,b'stress-ng-aio',b'stress-ng-aio',2
79393311124626,263880,263952,2,90362,79393311034264,79393311124626,b'stress-ng-aio',b'stress-ng-aio',2
79393311153591,263883,263880,2,42447,79393311111144,79393311153591,b'stress-ng-aio',b'stress-ng-aio',2
79393311174680,263879,263883,2,66604,79393311108076,79393311174680,b'stress-ng-aio',b'stress-ng-aio',2
79393311193103,263871,263879,2,107374,79393311085729,79393311193103,b'stress-ng-aio',b'stress-ng-aio',2
